Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_level,finaln_money,finaln_trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate,
F,left,Distractor,0,0,0,0,2634.314513557474,2636.308431782294,None,0,1,2.9699999999999998,,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
T,left,Pretarget,0,1,1,1,2637.8064758490073,2639.808524494292,None,0,1,2.9699999999999998,,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
B,left,Distractor,0,2,2,2,2641.3064116885653,2643.3062410214916,left,1,1,2.9699999999999998,0.5732632870785892,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
T,right,Target,0,3,3,3,2644.8064944555517,2646.8079938867595,right,1,1,2.9699999999999998,0.5437985333846882,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
Z,left,Distractor,0,4,4,4,2648.3064983051736,2650.308131831931,left,1,1,2.9699999999999998,0.4992951968451962,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
T,right,Target,0,5,5,5,2651.806479377905,2653.8083916819887,right,1,1,2.9699999999999998,0.4871229847194627,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
L,left,Distractor,0,6,6,6,2655.3066109069623,2657.3084205541527,left,1,1,2.9699999999999998,0.5392078486038372,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
T,right,Target,0,7,7,7,2658.8064347862964,2660.8085071708774,right,1,1,2.9699999999999998,0.46303680690471083,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
Z,left,Lure,0,8,8,8,2662.3062923499383,2664.308021154953,left,1,1,2.9699999999999998,0.4514247162733227,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
J,left,Distractor,0,9,9,9,2665.8064803403104,2667.808674629894,left,1,1,2.9699999999999998,0.5347753195092082,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
D,left,Pretarget,0,10,10,10,2669.3064033476403,2671.307943841559,left,1,1,2.9699999999999998,0.47568829800002277,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
H,left,Distractor,0,11,11,11,2672.806520119775,2674.8081420975504,left,1,1,2.9699999999999998,0.4954641724471003,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
D,right,Target,0,12,12,12,2676.306527177454,2678.3079605232924,right,1,1,2.9699999999999998,0.4515212778933346,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
S,left,Distractor,0,13,13,13,2679.806525894208,2681.8079319718527,left,1,1,2.9699999999999998,0.5835203076712787,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
R,left,Pretarget,0,14,14,14,2683.306497342768,2685.3084718825994,left,1,1,2.9699999999999998,0.5232068579643965,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
Z,left,Distractor,0,15,15,15,2686.805687957909,2688.8085469504585,left,1,1,2.9699999999999998,0.5911711282096803,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
R,right,Target,0,16,16,16,2690.30625545769,2692.305615456542,right,1,1,2.9699999999999998,0.485937298508361,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
T,left,Distractor,0,17,17,17,2693.8065284607,2695.8084667497315,left,1,1,2.9699999999999998,0.5670503037981689,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
M,left,Distractor,0,18,18,18,2697.306634325534,2699.307714467752,left,1,1,2.9699999999999998,0.491988918161951,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
R,left,Lure,0,19,19,19,2700.8065104957204,2702.8075579161523,left,1,1,2.9699999999999998,0.5120936152525246,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
J,left,Distractor,0,20,20,20,2704.3064890019596,2706.308509416529,left,1,1,2.9699999999999998,0.5150767583400011,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
K,left,Distractor,0,21,21,21,2707.8065313479165,2709.8081892555347,left,1,1,2.9699999999999998,0.4874364088755101,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
Z,left,Distractor,0,22,22,22,2711.3066057740944,2713.32298049971,left,1,1,2.9699999999999998,0.524728745338507,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
W,left,Pretarget,0,23,23,23,2714.806615398149,2716.807257644832,left,1,1,2.9699999999999998,0.4965420691296458,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
Q,left,Distractor,0,24,24,24,2718.3064171421574,2720.308625867823,left,1,1,2.9699999999999998,0.4509563446044922,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
W,right,Target,0,25,25,25,2721.8065505960258,2723.8061220038217,right,1,1,2.9699999999999998,0.48953734489623457,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
D,left,Pretarget,0,26,26,26,2725.3065589368343,2727.307780553121,left,1,1,2.9699999999999998,0.47582880954723805,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
W,right,Target,0,27,27,27,2728.80637447536,2730.8087221086025,right,1,1,2.9699999999999998,0.49508690857328475,B02R06,2022-11-04_14h40.05.354,t1_Paradigm,2021.1.4,59.99530383357985,
