Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_level,finaln_money,finaln_trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate,
F,left,Distractor,0,0,0,0,2625.2152249301726,2627.2069443954388,None,0,1,2.85,,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
T,left,Pretarget,0,1,1,1,2628.7049522165908,2630.7069020496274,None,0,1,2.85,,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
B,left,Distractor,0,2,2,2,2632.2050920861657,2634.2175982214976,left,1,1,2.85,0.5597050548822153,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
T,right,Target,0,3,3,3,2635.704930722888,2637.7067419695377,right,1,1,2.85,0.5905459724890534,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
Z,left,Distractor,0,4,4,4,2639.2050426826754,2641.2066595235083,left,1,1,2.85,0.6587862786545884,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
T,right,Target,0,5,5,5,2642.7047850788804,2644.7041043375793,right,1,1,2.85,0.4569775983982254,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
L,left,Distractor,0,6,6,6,2646.204955745401,2648.2069880244962,left,1,1,2.85,0.4583865596796386,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
T,right,Target,0,7,7,7,2649.704995204025,2651.7062537092716,right,1,1,2.85,0.5591112508263905,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
Z,left,Lure,0,8,8,8,2653.204903775535,2655.206957548333,left,1,1,2.85,0.6262361293483991,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
J,left,Distractor,0,9,9,9,2656.7048941514804,2658.7056820405705,left,1,1,2.85,0.9036070948641282,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
D,left,Pretarget,0,10,10,10,2660.2049801263493,2662.2053336498793,left,1,1,2.85,0.732094610837521,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
H,left,Distractor,0,11,11,11,2663.704826783098,2665.706255954894,left,1,1,2.85,0.8631398791912943,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
D,right,Target,0,12,12,12,2667.204899925913,2669.2065671325836,right,1,1,2.85,0.5788450495456345,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
S,left,Distractor,0,13,13,13,2670.70466189101,2672.7069594731147,left,1,1,2.85,0.7744279303005897,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
