vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
0,0,0,0,0,2658.818786968477,VS1leftbutton,1,0,2,3,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
1,0,1,1,1,2664.422851152078,VS1rightbutton,0,1,4,2,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
2,0,2,2,2,2672.423427955131,VS1leftbutton,1,0,1,2,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
3,0,3,3,3,2675.858200451534,VS1leftbutton,1,0,1,4,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
4,0,4,4,4,2679.185110782739,VS1rightbutton,0,1,4,2,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
5,0,5,5,5,2684.4918204968562,VS1rightbutton,0,1,3,1,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
6,0,6,6,6,2686.524308494001,VS1rightbutton,0,1,3,2,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
7,0,7,7,7,2690.6537141558947,VS1rightbutton,0,1,4,1,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
8,0,8,8,8,2693.691779305809,VS1leftbutton,1,0,1,2,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
9,0,9,9,9,2697.6915223429096,VS1leftbutton,1,0,2,3,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
10,0,10,10,10,2700.7209267857834,VS1rightbutton,0,1,2,1,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
11,0,11,11,11,2704.0676960793207,VS1leftbutton,1,0,1,3,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
12,0,12,12,12,2707.43081283028,VS1rightbutton,0,1,3,1,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
13,0,13,13,13,2711.7210621644626,VS1rightbutton,0,1,4,3,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
14,0,14,14,14,2715.7535844875383,VS1leftbutton,1,0,1,4,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
15,0,15,15,15,2718.2016500800964,VS1leftbutton,1,0,3,4,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
16,0,16,16,16,2721.202116847853,VS1leftbutton,1,0,2,4,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
17,0,17,17,17,2723.973138559086,VS1rightbutton,0,1,4,3,P30C05,2022-11-03_10h38.24.302,t1_Paradigm,2021.1.4,59.91193440739027,
