Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_trial_resp.rt,finaln_level,finaln_money,Participant,date,expName,psychopyVersion,frameRate,
T,left,Distractor,0,0,0,0,2707.299857050355,2709.29226589913,left,1,0.5071664086426608,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
F,left,Distractor,0,1,1,1,2710.7918972969637,2712.794165050378,left,1,0.7489889906719327,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
G,left,Distractor,0,2,2,2,2714.29196274071,2716.2932289484306,left,1,0.6742285179789178,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
V,left,Distractor,0,3,3,3,2717.7916775472113,2719.7924869321287,left,1,0.582858812820632,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
H,left,Distractor,0,4,4,4,2721.291914299538,2723.2931465021684,left,1,0.6341025323490612,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
C,left,Pretarget,0,5,5,5,2724.7914443237823,2726.79270988988,left,1,0.5427248071646318,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
C,right,Target,0,6,6,6,2728.291848535009,2730.291827682813,right,1,0.595569331489969,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
C,right,Target,0,7,7,7,2731.7916011962225,2733.7918716327986,right,1,0.8714986805571243,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
W,left,Distractor,0,8,8,8,2735.291826078843,2737.2932334396755,left,1,0.6661115712486207,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
R,left,Pretarget,0,9,9,9,2738.791825116379,2740.7941685791593,left,1,0.7650236655608751,0,2.0300000000000002,M22N07,2022-11-02_09h11.25.266,t1_Paradigm,2021.1.4,60.069412055831044,
