Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2539.8264614859363,EDrightbutton,0,1,1.00,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2542.887741736369,EDrightbutton,0,1,1.50,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2544.353217179465,EDleftbutton,1,0,1.75,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2547.1402001227398,EDleftbutton,1,0,1.62,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2549.517110458881,EDleftbutton,1,0,1.56,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2551.904443653839,EDrightbutton,0,1,1.53,2.00,1,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2553.8204589586676,EDrightbutton,0,1,1.00,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2555.2784590722295,EDrightbutton,0,1,1.50,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2556.900066951377,EDleftbutton,1,0,1.75,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2558.810402776595,EDleftbutton,1,0,1.62,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2560.4542104788707,EDrightbutton,0,1,1.56,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2562.383782878591,EDrightbutton,0,1,1.59,2.00,1,2,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2563.5832733166026,EDrightbutton,0,1,1.00,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2565.116877813227,EDrightbutton,0,1,1.50,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2566.183648911654,EDrightbutton,0,1,1.75,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2567.4611689962767,EDrightbutton,0,1,1.88,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2568.5425657812593,EDrightbutton,0,1,1.94,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2570.2171653481055,EDleftbutton,1,0,1.97,2.00,1,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2572.358798172834,EDrightbutton,0,1,1.00,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2573.92087096475,EDrightbutton,0,1,1.50,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2576.1987657461577,EDrightbutton,0,1,1.75,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2577.620321783703,EDrightbutton,0,1,1.88,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2578.6696223229374,EDrightbutton,0,1,1.94,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2579.620849182291,EDrightbutton,0,1,1.97,2.00,2,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2580.4881150858128,EDrightbutton,0,1,1.00,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2581.360765972655,EDrightbutton,0,1,1.50,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2582.520176684935,EDrightbutton,0,1,1.75,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2584.278784686321,EDleftbutton,1,0,1.88,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2586.2043711204897,EDrightbutton,0,1,1.82,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2587.261258628365,EDrightbutton,0,1,1.85,2.00,3,4,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
0,0,0,0,0,2588.9036859193875,EDleftbutton,1,0,2.00,1.00,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
1,0,1,1,1,2591.5437392751774,EDleftbutton,1,0,2.00,1.50,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
2,0,2,2,2,2592.9686075939535,EDleftbutton,1,0,2.00,1.75,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
3,0,3,3,3,2594.4086354139145,EDleftbutton,1,0,2.00,1.88,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
4,0,4,4,4,2595.8539247083972,EDleftbutton,1,0,2.00,1.94,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
5,0,5,5,5,2597.188015027641,EDleftbutton,1,0,2.00,1.97,2,3,J04I08,2023-01-25_09h18.03.317,t1_Paradigm,2021.1.4,60.05434814123448,
