vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
0,0,0,0,0,2651.579663298442,VS1leftbutton,1,0,3,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
1,0,1,1,1,2659.0952215815196,VS1rightbutton,0,1,4,3,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
2,0,2,2,2,2674.279622107395,VS1leftbutton,1,0,4,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
3,0,3,3,3,2680.3760521521326,VS1leftbutton,1,0,2,4,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
4,0,4,4,4,2683.6750577925704,VS1rightbutton,0,1,1,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
5,0,5,5,5,2685.968787192949,VS1leftbutton,1,0,3,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
6,0,6,6,6,2687.7581536785,VS1rightbutton,0,1,1,3,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
7,0,7,7,7,2689.5756359429797,VS1rightbutton,0,1,4,3,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
8,0,8,8,8,2691.7398823680123,VS1leftbutton,1,0,3,4,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
9,0,9,9,9,2693.9998854734004,VS1leftbutton,1,0,4,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
10,0,10,10,10,2696.274973357329,VS1leftbutton,1,0,4,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
11,0,11,11,11,2699.032529701479,VS1leftbutton,1,0,3,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
12,0,12,12,12,2700.910650388687,VS1rightbutton,0,1,2,3,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
13,0,13,13,13,2702.6761494836537,VS1leftbutton,1,0,2,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
14,0,14,14,14,2704.4930231856415,VS1leftbutton,1,0,4,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
15,0,15,15,15,2707.0479830821278,VS1leftbutton,1,0,3,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
16,0,16,16,16,2709.106611676747,VS1leftbutton,1,0,4,1,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
17,0,17,17,17,2711.015668318374,VS1rightbutton,0,1,1,2,E02L11,2022-11-04_09h07.58.402,t1_Paradigm,2021.1.4,59.98826094121495,
