Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
P,left,Distractor,0,21,21,21,1653.027601,1655.029282,left,1,3,0.648301913,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,right,Target,0,22,22,22,1656.52769,1658.529771,right,1,3,0.875484772,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,left,Pretarget,0,23,23,23,1660.027728,1662.029152,left,1,3,0.640248814,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
K,left,Distractor,0,24,24,24,1663.527609,1665.529144,left,1,3,0.900137143,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
W,left,Distractor,0,25,25,25,1667.02748,1669.029626,left,1,3,0.567630089,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,right,Target,0,26,26,26,1670.527765,1672.527701,right,1,3,1.181702401,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Pretarget,0,27,27,27,1674.027294,1676.029002,left,1,3,1.0403951,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,28,28,28,1677.527649,1679.528269,left,1,3,0.9493681,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,right,Target,0,29,29,29,1681.027353,1683.029571,right,1,3,0.855864185,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,right,Target,0,30,30,30,1684.527835,1686.529438,right,1,3,0.748136861,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
B,left,Pretarget,0,31,31,31,1688.0277,1690.028399,left,1,3,0.673009783,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
N,left,Distractor,0,32,32,32,1691.527772,1693.529599,left,1,3,0.787771339,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,33,33,33,1695.027706,1697.029817,left,1,3,0.775473705,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
B,right,Target,0,34,34,34,1698.527449,1700.52878,right,1,3,1.180734862,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,left,Pretarget,0,35,35,35,1702.02771,1704.028285,None,0,3,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Pretarget,0,36,36,36,1705.527709,1707.527249,left,1,3,1.430184606,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
W,left,Distractor,0,37,37,37,1709.027605,1711.029751,right,0,3,0.855671383,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,right,Target,0,38,38,38,1712.527703,1714.527564,right,1,3,1.037517504,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,right,Target,0,39,39,39,1716.02746,1718.02835,right,1,3,0.832886723,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,left,Distractor,0,40,40,40,1719.527636,1721.54053,left,1,3,1.160843517,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Distractor,0,41,41,41,1723.02728,1725.028229,left,1,3,0.697278795,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,left,Distractor,0,42,42,42,1726.52765,1728.529767,left,1,3,1.099506125,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Lure,0,43,43,43,1730.027685,1732.029552,right,0,3,1.263998127,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Pretarget,0,44,44,44,1733.527572,1735.529292,left,1,3,0.772153401,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,left,Distractor,0,45,45,45,1737.02771,1739.027983,left,1,3,0.729577167,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Pretarget,0,46,46,46,1740.526675,1742.528088,left,1,3,0.877167059,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,right,Target,0,47,47,47,1744.027853,1746.028437,right,1,3,0.513016712,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Distractor,0,48,48,48,1747.527699,1749.528669,left,1,3,1.060637723,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,right,Target,0,49,49,49,1751.027726,1753.029204,right,1,3,0.840143912,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
K,left,Distractor,0,50,50,50,1754.527751,1756.529695,left,1,3,0.635630545,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,left,Distractor,0,51,51,51,1758.027759,1760.02951,left,1,3,0.719851084,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
X,left,Distractor,0,52,52,52,1761.527625,1763.527803,left,1,3,0.757624588,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Pretarget,0,53,53,53,1765.027807,1767.029705,left,1,3,0.711887488,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Lure,0,54,54,54,1768.527727,1770.529134,left,1,3,1.180393849,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,55,55,55,1772.027503,1774.029364,left,1,3,1.024134596,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,right,Target,0,56,56,56,1775.527449,1777.527772,right,1,3,0.757696126,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Distractor,0,57,57,57,1779.02775,1781.029552,left,1,3,0.791859643,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,left,Distractor,0,58,58,58,1782.527484,1784.528033,left,1,3,0.749505082,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,right,Target,0,59,59,59,1786.027487,1788.029335,right,1,3,0.864503069,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Pretarget,0,60,60,60,1789.52753,1791.527739,right,0,3,1.157770553,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,left,Distractor,0,61,61,61,1793.027659,1795.029391,left,1,3,0.744261249,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Lure,0,62,62,62,1796.527524,1798.529469,right,0,3,0.69976822,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,right,Target,0,63,63,63,1800.027289,1802.027444,right,1,3,1.250194968,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Distractor,0,0,0,0,1897.517903,1899.512501,left,1,4,0.725094597,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,1,1,1,1901.011162,1903.012233,left,1,4,0.552996694,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Pretarget,0,2,2,2,1904.511036,1906.513042,left,1,4,0.732458612,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Distractor,0,3,3,3,1908.011184,1910.01178,left,1,4,0.625674126,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,4,4,4,1911.511329,1913.512333,left,1,4,0.773255999,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,left,Distractor,0,5,5,5,1915.011527,1917.013121,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,right,Target,0,6,6,6,1918.510734,1920.511951,right,1,4,0.701542578,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Distractor,0,7,7,7,1922.011182,1924.012415,left,1,4,0.673115648,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,left,Distractor,0,8,8,8,1925.511626,1927.511545,left,1,4,0.630158621,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Lure,0,9,9,9,1929.011323,1931.013207,right,0,4,0.952333275,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,left,Pretarget,0,10,10,10,1932.511522,1934.510975,left,1,4,0.766781567,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,left,Distractor,0,11,11,11,1936.011227,1938.011797,left,1,4,0.897897622,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Pretarget,0,12,12,12,1939.511394,1941.512983,left,1,4,1.17265674,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
C,left,Distractor,0,13,13,13,1943.010932,1945.012852,left,1,4,1.160889071,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,right,Target,0,14,14,14,1946.511231,1948.511453,right,1,4,0.830243954,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Distractor,0,15,15,15,1950.010916,1952.012428,left,1,4,0.929291332,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,right,Target,0,16,16,16,1953.511264,1955.512948,right,1,4,1.044769239,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Distractor,0,17,17,17,1957.011024,1959.013105,left,1,4,0.728656143,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,18,18,18,1960.511274,1962.513239,left,1,4,0.63631257,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,left,Pretarget,0,19,19,19,1964.011161,1966.012924,left,1,4,0.800601504,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,right,Target,0,20,20,20,1967.511286,1969.512921,right,1,4,0.708838263,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Distractor,0,21,21,21,1971.010844,1973.01255,left,1,4,1.113138938,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,22,22,22,1974.511322,1976.51265,left,1,4,0.668895815,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,right,Target,0,23,23,23,1978.011206,1980.013619,right,1,4,1.088002477,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,left,Lure,0,24,24,24,1981.511417,1983.510412,left,1,4,1.175226366,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Pretarget,0,25,25,25,1985.011115,1987.012992,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,26,26,26,1988.511395,1990.510243,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Distractor,0,27,27,27,1992.011291,1994.012063,left,1,4,1.345581671,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
X,left,Distractor,0,28,28,28,1995.511237,1997.512773,left,1,4,0.932880788,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,right,Target,0,29,29,29,1999.011289,2001.011682,right,1,4,0.986009172,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
C,left,Distractor,0,30,30,30,2002.51099,2004.51193,left,1,4,0.957728207,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Pretarget,0,31,31,31,2006.010954,2008.027436,left,1,4,0.946148528,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
D,left,Distractor,0,32,32,32,2009.51118,2011.512616,left,1,4,0.757087565,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,33,33,33,2013.011222,2015.01137,right,0,4,0.810419016,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Distractor,0,34,34,34,2016.511186,2018.523739,left,1,4,1.025830036,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,right,Target,0,35,35,35,2020.011284,2022.01281,right,1,4,0.752819932,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,left,Distractor,0,36,36,36,2023.511228,2025.512831,left,1,4,0.900672241,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
N,left,Pretarget,0,37,37,37,2027.010996,2029.012475,left,1,4,0.953120845,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Pretarget,0,38,38,38,2030.511306,2032.512524,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Pretarget,0,39,39,39,2034.011042,2036.013192,left,1,4,1.040522459,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Distractor,0,40,40,40,2037.511324,2039.51115,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
N,right,Target,0,41,41,41,2041.011217,2043.011594,right,1,4,0.954043151,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,right,Target,0,42,42,42,2044.511207,2046.512967,right,1,4,0.988651299,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,right,Target,0,43,43,43,2048.011338,2050.01288,left,0,4,1.361149884,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
X,left,Pretarget,0,44,44,44,2051.511239,2053.512689,left,1,4,0.964986037,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Lure,0,45,45,45,2055.011115,2057.012762,left,1,4,1.240989867,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Pretarget,0,46,46,46,2058.51135,2060.512597,left,1,4,1.245119234,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
K,left,Distractor,0,47,47,47,2062.011223,2064.012087,left,1,4,1.153539492,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
X,right,Target,0,48,48,48,2065.511327,2067.512767,right,1,4,1.108995777,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
B,left,Distractor,0,49,49,49,2069.011108,2071.013207,left,1,4,0.744560878,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,right,Target,0,50,50,50,2072.510947,2074.5119,left,0,4,0.973834084,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,left,Pretarget,0,51,51,51,2076.011056,2078.012081,left,1,4,1.329744305,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
W,left,Pretarget,0,52,52,52,2079.511359,2081.512599,left,1,4,0.900979891,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,53,53,53,2083.011027,2085.01146,left,1,4,0.954188154,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,left,Distractor,0,54,54,54,2086.511278,2088.513087,left,1,4,0.861078184,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,right,Target,0,55,55,55,2090.011271,2092.01295,right,1,4,0.608595255,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
W,right,Target,0,56,56,56,2093.51118,2095.512767,right,1,4,0.613014627,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Pretarget,0,57,57,57,2097.011134,2099.012805,left,1,4,0.792804084,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Distractor,0,58,58,58,2100.511103,2102.511376,left,1,4,0.76643863,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Pretarget,0,59,59,59,2104.011254,2106.012318,left,1,4,1.329496645,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,left,Distractor,0,60,60,60,2107.511095,2109.512588,left,1,4,0.741183792,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,right,Target,0,61,61,61,2111.011349,2113.013062,left,0,4,0.488670387,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,62,62,62,2114.511172,2116.524139,left,1,4,0.705478501,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,right,Target,0,63,63,63,2118.011053,2120.013114,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,left,Pretarget,0,0,0,0,2132.054787,2134.046669,left,1,4,1.375199098,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Pretarget,0,1,1,1,2135.544704,2137.545433,left,1,4,0.708296107,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,2,2,2,2139.044606,2141.046119,left,1,4,1.031665108,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,3,3,3,2142.544345,2144.546562,left,1,4,0.587126205,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,right,Target,0,4,4,4,2146.044638,2148.046464,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,right,Target,0,5,5,5,2149.544468,2151.546583,right,1,4,0.83503674,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Distractor,0,6,6,6,2153.044576,2155.046971,left,1,4,0.550495078,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Distractor,0,7,7,7,2156.544683,2158.543783,left,1,4,0.653887402,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Lure,0,8,8,8,2160.044217,2162.046563,right,0,4,1.119160076,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Distractor,0,9,9,9,2163.544549,2165.546384,left,1,4,0.643307022,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Pretarget,0,10,10,10,2167.044641,2169.045227,left,1,4,0.840529195,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,left,Pretarget,0,11,11,11,2170.544339,2172.546861,left,1,4,0.666794239,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
X,left,Distractor,0,12,12,12,2174.044454,2176.046507,left,1,4,0.799155648,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Pretarget,0,13,13,13,2177.544408,2179.546068,left,1,4,0.86757828,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,right,Target,0,14,14,14,2181.044447,2183.045051,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,right,Target,0,15,15,15,2184.544782,2186.546784,right,1,4,1.114815771,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
C,left,Distractor,0,16,16,16,2188.044664,2190.047151,left,1,4,0.718542531,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,right,Target,0,17,17,17,2191.544643,2193.545907,right,1,4,0.851788713,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Distractor,0,18,18,18,2195.044808,2197.046597,left,1,4,0.83921134,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
N,left,Distractor,0,19,19,19,2198.544423,2200.543881,left,1,4,0.58981132,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Lure,0,20,20,20,2202.044465,2204.046427,left,1,4,0.943288255,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,right,Target,0,21,21,21,2205.544744,2207.546215,right,1,4,0.867521498,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
P,left,Distractor,0,22,22,22,2209.044772,2211.046677,left,1,4,0.662949424,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,left,Pretarget,0,23,23,23,2212.544718,2214.546447,left,1,4,1.083070463,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,left,Distractor,0,24,24,24,2216.044445,2218.047345,left,1,4,1.24658915,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,25,25,25,2219.544654,2221.546045,right,0,4,0.963818317,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,26,26,26,2223.044382,2225.057517,left,1,4,0.668385097,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,right,Target,0,27,27,27,2226.544482,2228.545915,right,1,4,1.196022694,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Pretarget,0,28,28,28,2230.044676,2232.046595,left,1,4,0.703126378,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
W,left,Distractor,0,29,29,29,2233.54477,2235.545748,left,1,4,0.916004664,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,left,Distractor,0,30,30,30,2237.044414,2239.046853,left,1,4,0.790994439,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,right,Target,0,31,31,31,2240.544482,2242.545596,right,1,4,1.019900968,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,right,Target,0,32,32,32,2244.044696,2246.046578,None,0,4,,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Pretarget,0,33,33,33,2247.544474,2249.546031,left,1,4,0.675856582,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,34,34,34,2251.044373,2253.043941,left,1,4,0.66571089,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,35,35,35,2254.544558,2256.547266,left,1,4,1.114399691,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
M,left,Distractor,0,36,36,36,2258.044528,2260.046761,left,1,4,1.039091039,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,right,Target,0,37,37,37,2261.544624,2263.545523,right,1,4,0.772243867,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Pretarget,0,38,38,38,2265.044483,2267.04584,left,1,4,1.096138343,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
L,left,Distractor,0,39,39,39,2268.544809,2270.545399,left,1,4,0.87650749,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
G,left,Distractor,0,40,40,40,2272.04479,2274.045183,left,1,4,0.688700863,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
K,left,Distractor,0,41,41,41,2275.544848,2277.544422,left,1,4,0.693536636,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,right,Target,0,42,42,42,2279.044818,2281.046761,right,1,4,0.807136567,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
B,left,Distractor,0,43,43,43,2282.544815,2284.545379,left,1,4,0.780565799,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Z,left,Distractor,0,44,44,44,2286.044745,2288.046402,left,1,4,1.167359653,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,left,Pretarget,0,45,45,45,2289.544834,2291.561038,left,1,4,1.380939534,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,right,Target,0,46,46,46,2293.044762,2295.046672,right,1,4,0.887186035,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
F,left,Distractor,0,47,47,47,2296.54468,2298.546372,right,0,4,1.019275083,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Distractor,0,48,48,48,2300.044848,2302.04672,left,1,4,0.686987458,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
T,right,Target,0,49,49,49,2303.544604,2305.54666,right,1,4,0.963180883,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,right,Target,0,50,50,50,2307.044398,2309.047231,right,1,4,1.366552515,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,left,Pretarget,0,51,51,51,2310.544842,2312.546767,left,1,4,0.699027809,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Distractor,0,52,52,52,2314.044854,2316.045472,left,1,4,1.232438242,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
S,left,Distractor,0,53,53,53,2317.544546,2319.544902,left,1,4,0.708978453,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Q,left,Distractor,0,54,54,54,2321.044818,2323.045003,right,0,4,1.016787903,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,right,Target,0,55,55,55,2324.544423,2326.546659,left,0,4,0.715068243,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
R,left,Distractor,0,56,56,56,2328.044712,2330.046601,left,1,4,0.655275834,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
H,left,Pretarget,0,57,57,57,2331.5444,2333.546653,left,1,4,0.691320214,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
J,left,Distractor,0,58,58,58,2335.04472,2337.045349,left,1,4,0.856671003,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
V,left,Distractor,0,59,59,59,2338.544768,2340.547163,left,1,4,0.778852394,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
Y,left,Lure,0,60,60,60,2342.044733,2344.045447,right,0,4,1.040504494,O27K03,2023-01-20_16h11.12.936,t1_Paradigm,04.01.2021,60.02343413
