vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
0,0,0,0,0,2389.673589786691,VS1leftbutton,1,0,2,3,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
1,0,1,1,1,2394.4616914347152,VS1rightbutton,0,1,2,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
2,0,2,2,2,2397.5085115174315,VS1rightbutton,0,1,4,3,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
3,0,3,3,3,2402.988903781228,VS1leftbutton,1,0,2,4,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
4,0,4,4,4,2406.1871407820126,VS1leftbutton,1,0,2,3,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
5,0,5,5,5,2410.00285417498,VS1rightbutton,0,1,4,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
6,0,6,6,6,2413.5519891645927,VS1rightbutton,0,1,3,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
7,0,7,7,7,2416.397225640545,VS1rightbutton,0,1,4,2,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
8,0,8,8,8,2420.0192176410274,VS1leftbutton,1,0,2,3,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
9,0,9,9,9,2422.237027731404,VS1leftbutton,1,0,3,4,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
10,0,10,10,10,2432.3469604656493,VS1leftbutton,1,0,3,4,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
11,0,11,11,11,2434.320660159092,VS1leftbutton,1,0,1,4,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
12,0,12,12,12,2436.3397276648047,VS1leftbutton,1,0,1,2,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
13,0,13,13,13,2438.251381373211,VS1leftbutton,1,0,1,4,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
14,0,14,14,14,2440.9718181899843,VS1rightbutton,0,1,2,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
15,0,15,15,15,2442.8717712887374,VS1rightbutton,0,1,3,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
16,0,16,16,16,2444.8367714748038,VS1rightbutton,0,1,4,2,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
17,0,17,17,17,2447.120923729977,VS1rightbutton,0,1,3,1,N06L10,2022-11-14_11h59.04.238,t1_Paradigm,2021.1.4,59.98999264848032,
