Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
0,0,0,0,0,2426.2535575309303,EDleftbutton,1,0,1.00,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
1,0,1,1,1,2433.796888222918,EDleftbutton,1,0,0.50,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
2,0,2,2,2,2439.7840606442187,EDrightbutton,0,1,0.25,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
3,0,3,3,3,2442.9947802347597,EDrightbutton,0,1,0.38,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
4,0,4,4,4,2448.9639636978973,EDleftbutton,1,0,0.44,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
5,0,5,5,5,2450.7846794708166,EDrightbutton,0,1,0.41,2.00,3,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
0,0,0,0,0,2453.8006560395006,EDrightbutton,0,1,1.00,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
1,0,1,1,1,2458.4522345445585,EDrightbutton,0,1,1.50,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
2,0,2,2,2,2461.3246135138907,EDrightbutton,0,1,1.75,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
3,0,3,3,3,2463.5390123797115,EDrightbutton,0,1,1.88,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
4,0,4,4,4,2465.1734825274907,EDrightbutton,0,1,1.94,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
5,0,5,5,5,2469.1345192303415,EDrightbutton,0,1,1.97,2.00,1,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
0,0,0,0,0,2471.5957865896635,EDrightbutton,0,1,1.00,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
1,0,1,1,1,2479.352379867574,EDrightbutton,0,1,1.50,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
2,0,2,2,2,2480.4823052170686,EDrightbutton,0,1,1.75,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
3,0,3,3,3,2481.4177820407785,EDrightbutton,0,1,1.88,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
4,0,4,4,4,2482.3504188065417,EDrightbutton,0,1,1.94,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
5,0,5,5,5,2483.287319027586,EDrightbutton,0,1,1.97,2.00,2,4,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
0,0,0,0,0,2484.4168886078987,EDrightbutton,0,1,1.00,2.00,2,3,H18I08,2023-01-05_09h14.06.423,t1_Paradigm,2021.1.4,60.04792755890366,
