vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
0,0,0,0,0,2381.6300135827623,VS1rightbutton,0,1,3,2,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
1,0,1,1,1,2384.6798236355535,VS1rightbutton,0,1,4,2,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
2,0,2,2,2,2395.1292176715797,VS1leftbutton,1,0,2,1,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
3,0,3,3,3,2399.962356384669,VS1leftbutton,1,0,3,1,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
4,0,4,4,4,2405.3454257723643,VS1leftbutton,1,0,2,1,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
5,0,5,5,5,2410.226733312302,VS1leftbutton,1,0,1,4,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
6,0,6,6,6,2415.047407883103,VS1leftbutton,1,0,1,4,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
7,0,7,7,7,2422.2108122014906,VS1leftbutton,1,0,3,2,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
8,0,8,8,8,2426.5695698871277,VS1leftbutton,1,0,3,4,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
9,0,9,9,9,2432.5690309388447,VS1rightbutton,0,1,4,3,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
10,0,10,10,10,2435.379828640085,VS1rightbutton,0,1,1,2,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
11,0,11,11,11,2440.343543944473,VS1rightbutton,0,1,4,3,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
12,0,12,12,12,2443.3931621573283,VS1leftbutton,1,0,3,2,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
13,0,13,13,13,2448.4732312710257,VS1leftbutton,1,0,1,3,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
14,0,14,14,14,2455.193012470845,VS1leftbutton,1,0,2,4,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
15,0,15,15,15,2459.7432424542494,VS1rightbutton,0,1,4,1,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
16,0,16,16,16,2465.047525938484,VS1rightbutton,0,1,3,1,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
17,0,17,17,17,2469.899105345772,VS1leftbutton,1,0,2,4,D30N04,2022-11-02_14h41.43.230,t1_Paradigm,2021.1.4,59.88845297482621,
