vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
0,0,0,0,0,2570.798038167733,VS1leftbutton,1,0,1,4,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
1,0,1,1,1,2575.6335841790738,VS1leftbutton,1,0,4,2,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
2,0,2,2,2,2579.0211405279374,VS1rightbutton,0,1,4,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
3,0,3,3,3,2583.8456807866573,VS1leftbutton,1,0,2,3,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
4,0,4,4,4,2588.099688886265,VS1leftbutton,1,0,2,4,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
5,0,5,5,5,2591.5716661940182,VS1leftbutton,1,0,1,3,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
6,0,6,6,6,2594.9092037438872,VS1rightbutton,0,1,4,3,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
7,0,7,7,7,2598.532429548683,VS1rightbutton,0,1,2,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
8,0,8,8,8,2601.087889469612,VS1rightbutton,0,1,2,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
9,0,9,9,9,2603.0495196311545,VS1leftbutton,1,0,1,4,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
10,0,10,10,10,2605.369353083612,VS1leftbutton,1,0,3,4,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
11,0,11,11,11,2611.9247058566884,VS1rightbutton,0,1,3,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
12,0,12,12,12,2614.1206648428,VS1leftbutton,1,0,2,3,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
13,0,13,13,13,2616.6162634399975,VS1rightbutton,0,1,3,2,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
14,0,14,14,14,2619.1546092183085,VS1leftbutton,1,0,2,4,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
15,0,15,15,15,2621.4690708420535,VS1rightbutton,0,1,2,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
16,0,16,16,16,2623.8919455611917,VS1rightbutton,0,1,4,3,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
17,0,17,17,17,2626.351736244333,VS1rightbutton,0,1,3,1,H15G01,2022-11-14_09h17.04.677,t1_Paradigm,2021.1.4,60.016211293551095,
