vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
0,0,0,0,0,2315.216896056023,VS1rightbutton,0,1,3,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
1,0,1,1,1,2329.8360821239767,VS1rightbutton,0,1,2,1,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
2,0,2,2,2,2335.003040559939,VS1leftbutton,1,0,2,4,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
3,0,3,3,3,2341.7966209299047,VS1rightbutton,0,1,4,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
4,0,4,4,4,2347.2929533627466,VS1rightbutton,0,1,4,1,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
5,0,5,5,5,2349.5801967734005,VS1leftbutton,1,0,1,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
6,0,6,6,6,2353.830417725665,VS1leftbutton,1,0,1,3,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
7,0,7,7,7,2356.642180182156,VS1rightbutton,0,1,3,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
8,0,8,8,8,2361.5171351496247,VS1rightbutton,0,1,3,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
9,0,9,9,9,2364.2965530803194,VS1rightbutton,0,1,4,3,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
10,0,10,10,10,2367.6058410317637,VS1rightbutton,0,1,4,3,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
11,0,11,11,11,2373.296808117826,VS1rightbutton,0,1,2,1,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
12,0,12,12,12,2375.645375368593,VS1rightbutton,0,1,4,1,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
13,0,13,13,13,2380.1691414925153,VS1leftbutton,1,0,1,4,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
14,0,14,14,14,2384.1924859223654,VS1rightbutton,0,1,4,2,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
15,0,15,15,15,2386.8763713075896,VS1leftbutton,1,0,1,3,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
16,0,16,16,16,2388.8798905038857,VS1leftbutton,1,0,3,4,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
17,0,17,17,17,2394.761310591013,VS1leftbutton,1,0,1,3,B27T02,2022-10-12_09h19.12.749,t1_Paradigm,2021.1.4,59.9856251001476,
