Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_level,finaln_money,finaln_trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate,
F,left,Distractor,0,0,0,0,2974.677099360064,2976.6796654548907,None,0,3,3.0,,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
P,left,Pretarget,0,1,1,1,2978.177815390025,2980.1793780163407,left,1,3,3.0,0.6233380854791903,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
B,left,Distractor,0,2,2,2,2981.6768218663747,2983.6793988684676,left,1,3,3.0,0.5953057691749564,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
K,left,Pretarget,0,3,3,3,2985.177784272235,2987.179908622771,left,1,3,3.0,0.4546719671707251,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
H,left,Distractor,0,4,4,4,2988.677743209586,2990.679834517521,left,1,3,3.0,0.6826623867400485,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
P,right,Target,0,5,5,5,2992.177689314858,2994.1791935552174,left,0,3,3.0,1.279448336128553,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
L,left,Distractor,0,6,6,6,2995.677756041663,2997.6795554198216,left,1,3,3.0,1.170956965059304,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
K,right,Target,0,7,7,7,2999.1776812948083,3001.1791512093605,right,1,3,3.0,0.4873501373676845,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
Z,left,Pretarget,0,8,8,8,3002.6776107183778,3004.679850557619,left,1,3,3.0,0.7310582486534258,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
S,left,Pretarget,0,9,9,9,3006.177667500324,3008.179901885931,left,1,3,3.0,0.9428164101736911,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
N,left,Distractor,0,10,10,10,3009.6776761619767,3011.67955702383,left,1,3,3.0,0.7549544653702469,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
M,left,Distractor,0,11,11,11,3013.1775844126187,3015.179681174186,left,1,3,3.0,0.902728998058592,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
Z,right,Target,0,12,12,12,3016.677455771036,3018.6766848839416,left,0,3,3.0,0.9099550620612717,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
S,right,Target,0,13,13,13,3020.1777470592097,3022.1796632092774,right,1,3,3.0,0.47896790312188386,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
Q,left,Distractor,0,14,14,14,3023.6777618160995,3025.6797828684066,left,1,3,3.0,0.49854195512125443,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
V,left,Lure,0,15,15,15,3027.1777679113366,3029.1796593596537,left,1,3,3.0,0.8866847299541405,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
Z,right,Target,0,16,16,16,3030.6777313399125,3032.6795891040256,left,0,3,3.0,1.2269388307668123,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
X,left,Distractor,0,17,17,17,3034.177748021615,3036.1785176255016,left,1,3,3.0,0.880181432752579,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
V,left,Pretarget,0,18,18,18,3037.677699901322,3039.679648131585,right,0,3,3.0,1.0112495621051494,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
E,left,Distractor,0,19,19,19,3041.177684502827,3043.1794899762226,left,1,3,3.0,0.9668037346473284,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
R,left,Distractor,0,20,20,20,3044.6776347785253,3046.676888272379,left,1,3,3.0,0.877907909309215,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
G,left,Distractor,0,21,21,21,3048.1777127334008,3050.193530515324,left,1,3,3.0,0.7689638866813766,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
V,right,Target,0,22,22,22,3051.677664933908,3053.6788191793385,left,0,3,3.0,1.219695764259086,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
T,left,Pretarget,0,23,23,23,3055.177627720883,3057.178687329735,left,1,3,3.0,1.3037795602958795,D06D03,2023-01-26_16h05.37.288,t1_Paradigm,2021.1.4,60.01644239661159,
