vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
0,0,0,0,0,2813.5267170454317,VS1leftbutton,1,0,1,4,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
1,0,1,1,1,2819.6341661998886,VS1rightbutton,0,1,3,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
2,0,2,2,2,2828.8354971438966,VS1rightbutton,0,1,3,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
3,0,3,3,3,2836.5445036003657,VS1rightbutton,0,1,3,1,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
4,0,4,4,4,2842.1323588005325,VS1leftbutton,1,0,3,4,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
5,0,5,5,5,2847.299493517552,VS1rightbutton,0,1,4,1,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
6,0,6,6,6,2851.900239831695,VS1leftbutton,1,0,1,3,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
7,0,7,7,7,2855.001066025565,VS1rightbutton,0,1,4,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
8,0,8,8,8,2860.5610832975653,VS1rightbutton,0,1,4,3,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
9,0,9,9,9,2864.1828347746923,VS1rightbutton,0,1,4,1,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
10,0,10,10,10,2866.6381666028174,VS1rightbutton,0,1,4,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
11,0,11,11,11,2869.9669933074183,VS1leftbutton,1,0,2,3,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
12,0,12,12,12,2873.8340426268987,VS1rightbutton,0,1,3,1,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
13,0,13,13,13,2877.4460968963685,VS1leftbutton,1,0,2,4,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
14,0,14,14,14,2880.102753252446,VS1leftbutton,1,0,3,4,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
15,0,15,15,15,2884.525627601295,VS1leftbutton,1,0,1,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
16,0,16,16,16,2888.4284242262074,VS1leftbutton,1,0,1,2,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
17,0,17,17,17,2890.4296856203,VS1rightbutton,0,1,2,1,R22N06,2022-11-30_10h39.18.374,t1_Paradigm,2021.1.4,60.000461959926454,
