vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
0,0,0,0,0,2330.1011689403967,VS1leftbutton,1,0,3,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
1,0,1,1,1,2335.4983603780565,VS1leftbutton,1,0,1,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
2,0,2,2,2,2340.5609531301016,VS1rightbutton,0,1,3,2,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
3,0,3,3,3,2345.922477737884,VS1rightbutton,0,1,3,2,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
4,0,4,4,4,2348.4831087822095,VS1leftbutton,1,0,3,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
5,0,5,5,5,2350.8519961298152,VS1leftbutton,1,0,1,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
6,0,6,6,6,2354.615557256504,VS1leftbutton,1,0,2,1,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
7,0,7,7,7,2356.7314503933303,VS1rightbutton,0,1,4,3,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
8,0,8,8,8,2359.645656236942,VS1leftbutton,1,0,2,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
9,0,9,9,9,2361.615794329613,VS1rightbutton,0,1,3,1,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
10,0,10,10,10,2369.10035089383,VS1leftbutton,1,0,2,3,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
11,0,11,11,11,2371.1958092276764,VS1leftbutton,1,0,2,1,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
12,0,12,12,12,2372.7962345477426,VS1leftbutton,1,0,2,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
13,0,13,13,13,2375.2825215210323,VS1leftbutton,1,0,1,3,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
14,0,14,14,14,2378.748725290963,VS1leftbutton,1,0,1,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
15,0,15,15,15,2380.5966770628,VS1leftbutton,1,0,2,1,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
16,0,16,16,16,2382.726941192377,VS1rightbutton,0,1,3,1,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
17,0,17,17,17,2385.3299666172825,VS1leftbutton,1,0,2,4,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
