vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
0,0,0,0,0,2502.156545258098,VS1leftbutton,1,0,2,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
1,0,1,1,1,2509.7320527347183,VS1leftbutton,1,0,2,1,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
2,0,2,2,2,2516.668017135962,VS1rightbutton,0,1,1,2,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
3,0,3,3,3,2523.8336590542604,VS1rightbutton,0,1,4,2,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
4,0,4,4,4,2532.9760136379336,VS1leftbutton,1,0,1,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
5,0,5,5,5,2541.478245136328,VS1leftbutton,1,0,3,4,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
6,0,6,6,6,2546.927771119357,VS1rightbutton,0,1,4,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
7,0,7,7,7,2552.178196823559,VS1leftbutton,1,0,2,1,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
8,0,8,8,8,2559.59123607559,VS1leftbutton,1,0,3,4,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
9,0,9,9,9,2565.609136183004,VS1leftbutton,1,0,2,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
10,0,10,10,10,2570.47463996397,VS1leftbutton,1,0,1,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
11,0,11,11,11,2574.9803771861043,VS1leftbutton,1,0,1,4,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
12,0,12,12,12,2579.4770004247403,VS1leftbutton,1,0,1,4,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
13,0,13,13,13,2583.5574081512023,VS1rightbutton,0,1,3,1,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
14,0,14,14,14,2588.9475001186947,VS1leftbutton,1,0,2,3,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
15,0,15,15,15,2591.609633105225,VS1leftbutton,1,0,2,4,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
16,0,16,16,16,2594.8465260998055,VS1rightbutton,0,1,4,2,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
17,0,17,17,17,2598.0778474060644,VS1rightbutton,0,1,4,1,G13A01,2023-01-27_14h32.39.510,t1_Paradigm,2021.1.4,60.044881662699886,
