vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
0,0,0,0,0,2395.6473788707576,VS1leftbutton,1,0,2,4,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
1,0,1,1,1,2399.426487727557,VS1rightbutton,0,1,1,3,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
2,0,2,2,2,2403.3478190432593,VS1rightbutton,0,1,4,3,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
3,0,3,3,3,2406.2841016596053,VS1leftbutton,1,0,2,1,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
4,0,4,4,4,2410.0198124142057,VS1leftbutton,1,0,1,4,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
5,0,5,5,5,2412.8829236102933,VS1rightbutton,0,1,3,2,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
6,0,6,6,6,2417.10157555514,VS1rightbutton,0,1,3,1,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
7,0,7,7,7,2420.9031950922417,VS1leftbutton,1,0,1,3,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
8,0,8,8,8,2424.199730718754,VS1leftbutton,1,0,2,1,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
9,0,9,9,9,2430.118396810971,VS1leftbutton,1,0,2,4,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
10,0,10,10,10,2432.8341126149953,VS1rightbutton,0,1,4,3,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
11,0,11,11,11,2435.0368768379954,VS1rightbutton,0,1,4,1,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
12,0,12,12,12,2437.9523390800746,VS1leftbutton,1,0,1,4,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
13,0,13,13,13,2440.1532083253264,VS1rightbutton,0,1,4,3,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
14,0,14,14,14,2442.851384597716,VS1rightbutton,0,1,3,2,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
15,0,15,15,15,2446.2367297823325,VS1rightbutton,0,1,4,2,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
16,0,16,16,16,2448.5513031460737,VS1leftbutton,1,0,2,1,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
17,0,17,17,17,2451.256014156353,VS1rightbutton,0,1,3,2,B19S05,2022-09-29_09h03.28.866,t1_Paradigm,2021.1.4,60.00752696042224,
