vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
0,0,0,0,0,2518.587383941799,VS1rightbutton,0,1,2,3,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
1,0,1,1,1,2523.024935631047,VS1leftbutton,1,0,2,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
2,0,2,2,2,2528.492164086455,VS1rightbutton,0,1,3,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
3,0,3,3,3,2531.7578748910078,VS1rightbutton,0,1,3,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
4,0,4,4,4,2534.5882282930825,VS1rightbutton,0,1,4,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
5,0,5,5,5,2537.673670740213,VS1rightbutton,0,1,4,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
6,0,6,6,6,2541.2834976802797,VS1rightbutton,0,1,4,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
7,0,7,7,7,2543.7239638571455,VS1leftbutton,1,0,1,3,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
8,0,8,8,8,2548.2654548044297,VS1rightbutton,0,1,1,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
9,0,9,9,9,2551.821382811292,VS1rightbutton,0,1,4,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
10,0,10,10,10,2553.7935006124117,VS1rightbutton,0,1,4,3,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
11,0,11,11,11,2557.230536451787,VS1rightbutton,0,1,4,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
12,0,12,12,12,2559.4400382267854,VS1rightbutton,0,1,3,4,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
13,0,13,13,13,2566.408253148834,VS1rightbutton,0,1,3,2,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
14,0,14,14,14,2569.6255209025067,VS1leftbutton,1,0,3,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
15,0,15,15,15,2575.22311180661,VS1rightbutton,0,1,1,4,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
16,0,16,16,16,2592.5382068955782,VS1rightbutton,0,1,4,3,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
17,0,17,17,17,2595.137677700336,VS1leftbutton,1,0,2,1,C23A08,2022-11-29_11h35.16.260,t1_Paradigm,2021.1.4,59.96964181962401,
