Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
0,0,0,0,0,2618.4019395044306,EDleftbutton,1,0,2.00,1.00,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
1,0,1,1,1,2626.6217186772265,EDleftbutton,1,0,2.00,1.50,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
2,0,2,2,2,2628.738669274957,EDrightbutton,0,1,2.00,1.75,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
3,0,3,3,3,2637.4588792847935,EDleftbutton,1,0,2.00,1.62,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
4,0,4,4,4,2643.0228160765255,EDleftbutton,1,0,2.00,1.68,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
5,0,5,5,5,2647.0839002972934,EDleftbutton,1,0,2.00,1.71,2,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
0,0,0,0,0,2650.517764087417,EDleftbutton,1,0,2.00,1.00,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
1,0,1,1,1,2655.448445842834,EDleftbutton,1,0,2.00,1.50,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
2,0,2,2,2,2664.1810590185924,EDleftbutton,1,0,2.00,1.75,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
3,0,3,3,3,2666.3665640314575,EDleftbutton,1,0,2.00,1.88,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
4,0,4,4,4,2667.4301293345634,EDleftbutton,1,0,2.00,1.94,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
5,0,5,5,5,2669.111712864251,EDleftbutton,1,0,2.00,1.97,3,4,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
0,0,0,0,0,2673.831240207539,EDleftbutton,1,0,2.00,1.00,1,3,L29R12,2022-10-21_16h12.18.308,t1_Paradigm,2021.1.4,59.987568288396645,
