vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
0,0,0,0,0,2441.375670476943,VS1rightbutton,0,1,4,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
1,0,1,1,1,2451.661553183899,VS1leftbutton,1,0,1,2,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
2,0,2,2,2,2459.784381031084,VS1leftbutton,1,0,2,4,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
3,0,3,3,3,2481.4344263925386,VS1rightbutton,0,1,3,4,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
4,0,4,4,4,2490.630774442574,VS1rightbutton,0,1,4,2,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
5,0,5,5,5,2495.6004162731488,VS1rightbutton,0,1,3,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
6,0,6,6,6,2498.6463808360368,VS1leftbutton,1,0,1,3,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
7,0,7,7,7,2502.98271484776,VS1leftbutton,1,0,2,3,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
8,0,8,8,8,2516.0570627207117,VS1rightbutton,0,1,2,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
9,0,9,9,9,2519.354719195273,VS1rightbutton,0,1,2,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
10,0,10,10,10,2521.40526128711,VS1leftbutton,1,0,2,3,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
11,0,11,11,11,2530.4969389038306,VS1rightbutton,0,1,4,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
12,0,12,12,12,2535.2508494846625,VS1rightbutton,0,1,2,4,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
13,0,13,13,13,2539.696499147949,VS1rightbutton,0,1,3,4,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
14,0,14,14,14,2543.465854758654,VS1rightbutton,0,1,3,1,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
15,0,15,15,15,2547.61348062867,VS1rightbutton,0,1,1,4,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
16,0,16,16,16,2553.8570418043973,VS1leftbutton,1,0,4,3,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
17,0,17,17,17,2557.4993077084955,VS1leftbutton,1,0,2,3,D27A02,2022-09-19_09h14.32.986,t1_Paradigm,2021.1.4,59.970526332014295,
