Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_level,finaln_money,finaln_trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate,
T,left,Distractor,0,0,0,0,2842.460047639289,2844.4624183756123,None,0,0,1.35,,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
F,left,Distractor,0,1,1,1,2845.96222027958,2847.963282459278,left,1,0,1.35,0.5937760953429461,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
G,left,Distractor,0,2,2,2,2849.461253859665,2851.4611720548255,left,1,0,1.35,0.6058492064130405,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
V,left,Distractor,0,3,3,3,2852.96185969668,2854.962233432515,left,1,0,1.35,0.5865169584640171,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
H,left,Distractor,0,4,4,4,2856.4598711974786,2858.4625377144366,left,1,0,1.35,0.5677461162758846,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
C,left,Pretarget,0,5,5,5,2859.9600218146234,2861.9607481132753,left,1,0,1.35,0.5835873828063995,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
C,right,Target,0,6,6,6,2863.4586319343634,2865.458953058458,right,1,0,1.35,0.6404087033934047,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
C,right,Target,0,7,7,7,2866.9587726066065,2868.9584877332836,right,1,0,1.35,0.6955175760103884,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
W,left,Distractor,0,8,8,8,2870.457950868976,2872.4589864220006,left,1,0,1.35,0.648559031815239,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
R,left,Pretarget,0,9,9,9,2873.957668722481,2875.9702448531125,left,1,0,1.35,0.6677539759557476,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
R,right,Target,0,10,10,10,2877.457198264454,2879.456981080626,right,1,0,1.35,0.6298841098114281,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
Z,left,Distractor,0,11,11,11,2880.9565013193032,2882.9579564830337,left,1,0,1.35,0.655134857684061,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
R,left,Lure,0,12,12,12,2884.4562249472674,2886.4573028463274,left,1,0,1.35,0.9557304289946842,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
H,left,Pretarget,0,13,13,13,2887.9554875809026,2889.956566763175,left,1,0,1.35,0.9786774884305487,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
H,right,Target,0,14,14,14,2891.4552221161784,2893.454749252127,right,1,0,1.35,0.6768211601847725,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
K,left,Distractor,0,15,15,15,2894.9541937812282,2896.955307931059,left,1,0,1.35,0.7515359259577963,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
J,left,Distractor,0,16,16,16,2898.4531959225897,2900.4551970935217,left,1,0,1.35,0.5331959225895844,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
H,left,Lure,0,17,17,17,2901.9531078620867,2903.9541122971923,left,1,0,1.35,0.6791200365714758,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
S,left,Distractor,0,18,18,18,2905.452784973574,2907.453968416916,left,1,0,1.35,0.7385639240656019,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
T,left,Pretarget,0,19,19,19,2908.951815666429,2910.9531088244967,left,1,0,1.35,0.7491854002419132,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
T,right,Target,0,20,20,20,2912.451827054945,2914.4511293077867,right,1,0,1.35,0.6186014580516712,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
X,left,Pretarget,0,21,21,21,2915.9509219084584,2917.9524608018473,left,1,0,1.35,0.5787294585643394,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
X,right,Target,0,22,22,22,2919.4506166641268,2921.450020932414,right,1,0,1.35,0.579199114583389,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
W,left,Distractor,0,23,23,23,2922.9496245799482,2924.9518031551006,left,1,0,1.35,0.6034707708104179,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
K,left,Distractor,0,24,24,24,2926.4493584736174,2928.4502932944088,left,1,0,1.35,0.602762437142701,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
F,left,Pretarget,0,25,25,25,2929.948584856481,2931.9494420428755,left,1,0,1.35,0.6915880564938561,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
F,right,Target,0,26,26,26,2933.4479770946446,2935.447597905154,right,1,0,1.35,0.7934556128548138,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
Z,left,Distractor,0,27,27,27,2936.9474241901717,2938.948093706641,left,1,0,1.35,0.6232912813684379,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
F,left,Lure,0,28,28,28,2940.462817454907,2942.4652876402506,left,1,0,1.35,0.7676742563380685,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
P,left,Distractor,0,29,29,29,2943.962916743526,2945.9638105014956,left,1,0,1.35,0.5992884583001796,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
F,left,Lure,0,30,30,30,2947.4629079214355,2949.4637054384175,left,1,0,1.35,0.740147409112069,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
R,left,Distractor,0,31,31,31,2950.96181189699,2952.962412440752,left,1,0,1.35,0.6906455364232897,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
V,left,Distractor,0,32,32,32,2954.4605570749154,2956.46266379013,left,1,0,1.35,0.46016601570318016,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
M,left,Pretarget,0,33,33,33,2957.9606197919593,2959.9616444376716,left,1,0,1.35,0.5851756799029317,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
M,right,Target,0,34,34,34,2961.4608413066317,2963.459590173795,right,1,0,1.35,0.7121528306879554,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
