vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
0,0,0,0,0,3138.352193292347,VS1rightbutton,0,1,4,3,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
1,0,1,1,1,3156.5615622552577,VS1rightbutton,0,1,3,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
2,0,2,2,2,3165.1069785377476,VS1rightbutton,0,1,4,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
3,0,3,3,3,3172.4685815989505,VS1leftbutton,1,0,2,4,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
4,0,4,4,4,3178.090237156255,VS1rightbutton,0,1,4,3,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
5,0,5,5,5,3184.3893562976737,VS1rightbutton,0,1,1,4,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
6,0,6,6,6,3192.092715994455,VS1rightbutton,0,1,2,3,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
7,0,7,7,7,3195.9654245849233,VS1rightbutton,0,1,4,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
8,0,8,8,8,3201.634649327956,VS1leftbutton,1,0,3,1,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
9,0,9,9,9,3207.9194581266493,VS1leftbutton,1,0,3,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
10,0,10,10,10,3211.2199461308774,VS1leftbutton,1,0,3,4,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
11,0,11,11,11,3214.251206697314,VS1rightbutton,0,1,1,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
12,0,12,12,12,3217.7492048918502,VS1leftbutton,1,0,1,4,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
13,0,13,13,13,3220.702608698979,VS1leftbutton,1,0,1,4,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
14,0,14,14,14,3223.4508495803457,VS1leftbutton,1,0,3,1,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
15,0,15,15,15,3228.7493033781648,VS1leftbutton,1,0,2,1,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
16,0,16,16,16,3231.990798110841,VS1rightbutton,0,1,1,3,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
17,0,17,17,17,3235.2651712152874,VS1rightbutton,0,1,1,2,D09A11,2022-12-06_14h41.05.665,t1_Paradigm,2021.1.4,60.00508193125537,
