vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
0,0,0,0,0,2927.8636256313403,VS1rightbutton,0,1,4,3,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
1,0,1,1,1,2936.0875934818105,VS1rightbutton,0,1,4,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
2,0,2,2,2,2948.394164412497,VS1rightbutton,0,1,4,3,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
3,0,3,3,3,2951.3635200873614,VS1rightbutton,0,1,1,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
4,0,4,4,4,2968.857060090133,VS1rightbutton,0,1,1,4,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
5,0,5,5,5,2980.7430392302813,VS1rightbutton,0,1,1,4,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
6,0,6,6,6,2993.351033817704,VS1leftbutton,1,0,3,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
7,0,7,7,7,3014.8448352744017,VS1leftbutton,1,0,3,1,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
8,0,8,8,8,3021.1084738661557,VS1rightbutton,0,1,4,3,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
9,0,9,9,9,3027.3438180101,VS1rightbutton,0,1,3,1,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
10,0,10,10,10,3046.527614025992,VS1rightbutton,0,1,1,4,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
11,0,11,11,11,3051.824300715005,VS1rightbutton,0,1,4,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
12,0,12,12,12,3060.040448366217,VS1leftbutton,1,0,3,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
13,0,13,13,13,3069.168634254507,VS1leftbutton,1,0,3,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
14,0,14,14,14,3071.5911697865777,VS1leftbutton,1,0,2,1,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
15,0,15,15,15,3076.940734329448,VS1rightbutton,0,1,1,2,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
16,0,16,16,16,3079.9069993943267,VS1leftbutton,1,0,3,1,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
17,0,17,17,17,3083.1509602898004,VS1leftbutton,1,0,2,4,T14G09,2022-12-09_16h19.32.568,t1_Paradigm,2021.1.4,60.022027957645406,
