vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
0,0,0,0,0,3075.05518397814,VS1rightbutton,0,1,4,1,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
1,0,1,1,1,3077.964085293468,VS1leftbutton,1,0,2,3,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
2,0,2,2,2,3083.0161167538317,VS1leftbutton,1,0,2,3,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
3,0,3,3,3,3087.0787972248218,VS1rightbutton,0,1,4,3,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
4,0,4,4,4,3090.73113068784,VS1rightbutton,0,1,4,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
5,0,5,5,5,3094.740821463929,VS1leftbutton,1,0,1,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
6,0,6,6,6,3097.046612158185,VS1rightbutton,0,1,3,1,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
7,0,7,7,7,3099.025509825995,VS1rightbutton,0,1,4,1,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
8,0,8,8,8,3100.9996294740995,VS1rightbutton,0,1,4,1,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
9,0,9,9,9,3103.078875500418,VS1leftbutton,1,0,3,4,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
10,0,10,10,10,3105.3978450470313,VS1rightbutton,0,1,4,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
11,0,11,11,11,3107.5218278251123,VS1leftbutton,1,0,1,3,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
12,0,12,12,12,3109.5733784038166,VS1leftbutton,1,0,1,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
13,0,13,13,13,3111.7577382970776,VS1rightbutton,0,1,3,1,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
14,0,14,14,14,3113.873344944208,VS1leftbutton,1,0,1,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
15,0,15,15,15,3116.0815448908834,VS1leftbutton,1,0,2,4,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
16,0,16,16,16,3118.754618501087,VS1leftbutton,1,0,3,4,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
17,0,17,17,17,3121.356803930219,VS1rightbutton,0,1,3,2,T18N09,2022-11-23_14h26.17.836,t1_Paradigm,2021.1.4,59.987741460574746,
