vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
0,0,0,0,0,2374.5829659350147,VS1leftbutton,1,0,2,1,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
1,0,1,1,1,2382.2070445519985,VS1leftbutton,1,0,2,4,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
2,0,2,2,2,2388.1686262847725,VS1leftbutton,1,0,2,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
3,0,3,3,3,2405.5093293990194,VS1leftbutton,1,0,4,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
4,0,4,4,4,2409.35897759167,VS1leftbutton,1,0,4,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
5,0,5,5,5,2414.492717316789,VS1leftbutton,1,0,3,1,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
6,0,6,6,6,2418.3938372039684,VS1rightbutton,0,1,1,2,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
7,0,7,7,7,2421.79413567801,VS1rightbutton,0,1,1,4,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
8,0,8,8,8,2424.769645343931,VS1leftbutton,1,0,2,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
9,0,9,9,9,2433.3132190572996,VS1leftbutton,1,0,4,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
10,0,10,10,10,2437.8298669089363,VS1leftbutton,1,0,4,2,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
11,0,11,11,11,2441.7970424635787,VS1rightbutton,0,1,1,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
12,0,12,12,12,2445.707320922793,VS1rightbutton,0,1,1,4,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
13,0,13,13,13,2452.363681830009,VS1leftbutton,1,0,3,1,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
14,0,14,14,14,2463.6363650070634,VS1leftbutton,1,0,4,1,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
15,0,15,15,15,2469.153031465208,VS1leftbutton,1,0,4,2,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
16,0,16,16,16,2475.4772453643345,VS1leftbutton,1,0,2,1,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
17,0,17,17,17,2480.8196779213595,VS1leftbutton,1,0,2,3,L05N08,2022-10-06_12h01.45.324,t1_Paradigm,2021.1.4,60.00537070406885,
