vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
0,0,0,0,0,2099.634147741832,VS1leftbutton,1,0,1,3,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
1,0,1,1,1,2105.0995932230726,VS1rightbutton,0,1,4,1,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
2,0,2,2,2,2113.3751924005337,VS1rightbutton,0,1,4,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
3,0,3,3,3,2116.3226277511567,VS1rightbutton,0,1,3,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
4,0,4,4,4,2122.0027935416438,VS1leftbutton,1,0,1,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
5,0,5,5,5,2127.7267991364934,VS1leftbutton,1,0,3,4,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
6,0,6,6,6,2131.4028063737787,VS1rightbutton,0,1,2,1,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
7,0,7,7,7,2134.335805324372,VS1leftbutton,1,0,3,4,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
8,0,8,8,8,2137.8880222248845,VS1rightbutton,0,1,3,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
9,0,9,9,9,2140.854870893061,VS1leftbutton,1,0,1,4,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
10,0,10,10,10,2143.598490948323,VS1rightbutton,0,1,3,1,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
11,0,11,11,11,2145.83658391051,VS1leftbutton,1,0,1,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
12,0,12,12,12,2147.9203837430105,VS1leftbutton,1,0,1,4,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
13,0,13,13,13,2150.7705632313155,VS1rightbutton,0,1,4,3,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
14,0,14,14,14,2153.2182581103407,VS1rightbutton,0,1,3,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
15,0,15,15,15,2155.8582004946657,VS1leftbutton,1,0,1,3,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
16,0,16,16,16,2158.286978336051,VS1leftbutton,1,0,2,4,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
17,0,17,17,17,2160.81311052572,VS1rightbutton,0,1,4,2,H24B02,2023-01-09_16h16.57.673,t1_Paradigm,2021.1.4,60.00019250499381,
