vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
0,0,0,0,0,2408.70431863307,VS1leftbutton,1,0,1,4,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
1,0,1,1,1,2413.4032038471196,VS1leftbutton,1,0,3,4,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
2,0,2,2,2,2418.4583843140863,VS1rightbutton,0,1,2,1,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
3,0,3,3,3,2421.944618069567,VS1rightbutton,0,1,2,1,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
4,0,4,4,4,2424.956984335324,VS1rightbutton,0,1,4,3,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
5,0,5,5,5,2431.050927919103,VS1rightbutton,0,1,4,2,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
6,0,6,6,6,2435.6076735777315,VS1rightbutton,0,1,2,3,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
7,0,7,7,7,2443.7358547281474,VS1leftbutton,1,0,1,2,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
8,0,8,8,8,2446.032970078755,VS1leftbutton,1,0,1,4,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
9,0,9,9,9,2449.4402006294113,VS1leftbutton,1,0,3,4,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
10,0,10,10,10,2452.993557017762,VS1rightbutton,0,1,4,2,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
11,0,11,11,11,2456.4246908272617,VS1rightbutton,0,1,4,2,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
12,0,12,12,12,2459.194608285092,VS1leftbutton,1,0,1,4,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
13,0,13,13,13,2461.623970627319,VS1rightbutton,0,1,3,1,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
14,0,14,14,14,2464.023571229074,VS1rightbutton,0,1,2,3,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
15,0,15,15,15,2468.6857435703278,VS1rightbutton,0,1,3,1,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
16,0,16,16,16,2470.782408836065,VS1rightbutton,0,1,3,1,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
17,0,17,17,17,2473.0232408032753,VS1leftbutton,1,0,3,2,M16T03,2023-01-06_10h35.42.990,t1_Paradigm,2021.1.4,60.03277820239546,
