vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
0,0,0,0,0,2321.5197161925607,VS1leftbutton,1,0,2,4,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
1,0,1,1,1,2325.8030504455237,VS1rightbutton,0,1,4,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
2,0,2,2,2,2333.2402213023015,VS1rightbutton,0,1,3,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
3,0,3,3,3,2336.913869697775,VS1rightbutton,0,1,2,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
4,0,4,4,4,2340.797744374402,VS1rightbutton,0,1,3,2,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
5,0,5,5,5,2344.216587471252,VS1rightbutton,0,1,3,2,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
6,0,6,6,6,2346.928584902271,VS1rightbutton,0,1,4,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
7,0,7,7,7,2349.228786943597,VS1leftbutton,1,0,2,4,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
8,0,8,8,8,2351.1142540831643,VS1leftbutton,1,0,1,3,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
9,0,9,9,9,2353.517388129796,VS1leftbutton,1,0,2,4,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
10,0,10,10,10,2357.59520548032,VS1rightbutton,0,1,4,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
11,0,11,11,11,2359.4945832520607,VS1rightbutton,0,1,2,1,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
12,0,12,12,12,2362.649731937534,VS1leftbutton,1,0,1,3,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
13,0,13,13,13,2364.4762955924234,VS1rightbutton,0,1,4,3,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
14,0,14,14,14,2366.647366020101,VS1rightbutton,0,1,4,3,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
15,0,15,15,15,2368.454151246755,VS1leftbutton,1,0,2,3,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
16,0,16,16,16,2371.613995837266,VS1leftbutton,1,0,1,2,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
17,0,17,17,17,2373.7497873080283,VS1leftbutton,1,0,3,4,C05M05,2022-09-20_16h03.28.869,t1_Paradigm,2021.1.4,60.048158981468504,
