Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
C,left,Distractor,0,39,39,39,949.5918374,951.5912067,left,1,2,0.951886351,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,40,40,40,953.0913039,955.0917213,left,1,2,1.307540593,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Pretarget,0,41,41,41,956.5913626,958.5932445,left,1,2,1.198192149,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,42,42,42,960.1081749,962.1079696,left,1,2,1.379270123,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,right,Target,0,43,43,43,963.6080681,965.6081589,right,1,2,0.839099546,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Pretarget,0,44,44,44,967.0918153,969.0933349,left,1,2,1.417924587,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Pretarget,0,45,45,45,970.6082051,972.6087094,left,1,2,1.374658586,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,right,Target,0,46,46,46,974.1083033,976.1086571,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,right,Target,0,47,47,47,977.6083857,979.6088727,right,1,2,1.206375181,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,right,Target,0,48,48,48,981.0918329,983.0924004,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,49,49,49,984.6078464,986.5918111,left,1,2,1.24760986,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,50,50,50,988.0915035,990.0918618,left,1,2,1.17139551,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,51,51,51,991.5919738,993.591618,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,52,52,52,995.0915561,997.0917823,left,1,2,1.355391825,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,right,Target,0,53,53,53,998.59179,1000.591887,right,1,2,0.879463888,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Lure,0,54,54,54,1002.091511,1004.091793,left,1,2,1.235438932,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Distractor,0,55,55,55,1005.59167,1007.592148,left,1,2,1.287111564,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,56,56,56,1009.09158,1011.092235,left,1,2,1.419025581,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Lure,0,57,57,57,1012.591853,1014.592044,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,58,58,58,1016.09189,1018.091899,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,59,59,59,1019.591682,1021.592083,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Pretarget,0,60,60,60,1023.091736,1025.092367,left,1,2,0.906942232,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,61,61,61,1026.591824,1028.59163,left,1,2,1.055638394,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,right,Target,0,62,62,62,1030.091637,1032.091471,right,1,2,0.627948897,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,63,63,63,1033.591899,1035.59375,left,1,2,0.981590424,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Pretarget,0,0,0,0,1064.201056,1066.193472,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,1,1,1,1067.691629,1069.693725,left,1,2,1.057805415,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,right,Target,0,2,2,2,1071.192042,1073.191749,right,1,2,0.887631521,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,3,3,3,1074.691815,1076.691757,left,1,2,1.083606925,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Pretarget,0,4,4,4,1078.191693,1080.191972,left,1,2,1.103542238,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Lure,0,5,5,5,1081.692049,1083.691961,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,right,Target,0,6,6,6,1085.191871,1087.191931,right,1,2,1.079560962,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,7,7,7,1088.69175,1090.692011,left,1,2,1.035334478,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,8,8,8,1092.191704,1094.193125,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,9,9,9,1095.691859,1097.692198,right,1,2,0.931412731,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,10,10,10,1099.192043,1101.193533,left,1,2,0.869860021,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,11,11,11,1102.692054,1104.692602,right,1,2,0.826986682,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Distractor,0,12,12,12,1106.191795,1108.192429,left,1,2,1.023106768,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,13,13,13,1109.691766,1111.691583,right,1,2,1.107973805,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Lure,0,14,14,14,1113.192085,1115.192073,left,1,2,1.031538742,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,15,15,15,1116.691796,1118.691928,left,1,2,0.907633241,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Pretarget,0,16,16,16,1120.191723,1122.191572,left,1,2,1.103852454,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,17,17,17,1123.691663,1125.692334,left,1,2,0.835102025,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,right,Target,0,18,18,18,1127.191875,1129.192321,right,1,2,0.999398495,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Pretarget,0,19,19,19,1130.691858,1132.691631,left,1,2,1.116022741,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,20,20,20,1134.191939,1136.193201,left,1,2,1.230487023,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,21,21,21,1137.691823,1139.693402,right,1,2,1.186210494,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,22,22,22,1141.191761,1143.191717,left,1,2,1.000304121,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Distractor,0,23,23,23,1144.692092,1146.692763,left,1,2,1.25880587,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,24,24,24,1148.191704,1150.193912,left,1,2,0.989748433,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,25,25,25,1151.691853,1153.691798,left,1,2,1.395734994,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,26,26,26,1155.192125,1157.192117,left,1,2,1.17553643,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Distractor,0,27,27,27,1158.691849,1160.692187,left,1,2,1.051232491,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Pretarget,0,28,28,28,1162.191736,1164.191727,left,1,2,1.087760997,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Pretarget,0,29,29,29,1165.691737,1167.692745,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,right,Target,0,30,30,30,1169.191916,1171.192255,right,1,2,0.935755435,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,right,Target,0,31,31,31,1172.691735,1174.693371,left,0,2,0.842280303,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,32,32,32,1176.191876,1178.192566,left,1,2,1.086985296,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Lure,0,33,33,33,1179.691874,1181.692107,left,1,2,0.963567735,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,right,Target,0,34,34,34,1183.191902,1185.19289,right,1,2,1.046879842,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,35,35,35,1186.691903,1188.691757,left,1,2,1.003854122,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,36,36,36,1190.191813,1192.192312,left,1,2,1.103290408,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,37,37,37,1193.691973,1195.692402,left,1,2,1.091193264,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,38,38,38,1197.192053,1199.191892,left,1,2,1.319851391,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Lure,0,39,39,39,1200.692052,1202.693258,left,1,2,1.354391242,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Pretarget,0,40,40,40,1204.19235,1206.192465,left,1,2,1.32724974,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,41,41,41,1207.692018,1209.692797,left,1,2,1.363006716,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,right,Target,0,42,42,42,1211.191925,1213.192731,right,1,2,0.854936927,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,43,43,43,1214.69195,1216.692607,left,1,2,0.923116777,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Distractor,0,44,44,44,1218.191923,1220.192322,left,1,2,0.927412002,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Pretarget,0,45,45,45,1221.691738,1223.691348,right,0,2,1.060459094,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,46,46,46,1225.192119,1227.192252,left,1,2,1.031557028,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,47,47,47,1228.691749,1230.692391,left,0,2,1.179427124,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
C,left,Distractor,0,48,48,48,1232.192013,1234.192566,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Pretarget,0,49,49,49,1235.692272,1237.691856,left,1,2,1.331972917,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Lure,0,50,50,50,1239.191985,1241.192041,right,0,2,0.775650251,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,right,Target,0,51,51,51,1242.692034,1244.692813,right,1,2,1.018889176,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Pretarget,0,52,52,52,1246.192412,1248.19228,left,1,2,1.007546239,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,53,53,53,1249.692248,1251.694277,left,1,2,1.137498869,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,54,54,54,1253.19206,1255.19236,right,1,2,1.031535855,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Lure,0,55,55,55,1256.691961,1258.6922,left,1,2,0.939603462,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,56,56,56,1260.192166,1262.191794,left,1,2,0.911909218,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Distractor,0,57,57,57,1263.691423,1265.692027,left,1,2,0.995801336,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,58,58,58,1267.192091,1269.192067,left,1,2,1.303673959,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,59,59,59,1270.692005,1272.692738,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Pretarget,0,60,60,60,1274.192384,1276.192393,None,0,2,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,61,61,61,1277.691991,1279.692454,left,1,2,1.251229476,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,right,Target,0,62,62,62,1281.192096,1283.192417,right,1,2,1.063422668,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,right,Target,0,63,63,63,1284.692036,1286.693428,left,0,2,0.794437733,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,0,0,0,1380.122592,1382.127073,None,0,3,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Lure,0,1,1,1,1383.625525,1385.625466,left,1,3,0.534390036,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,2,2,2,1387.125482,1389.125792,left,1,3,0.890250874,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Pretarget,0,3,3,3,1390.625528,1392.627672,left,1,3,1.276199144,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,4,4,4,1394.125504,1396.125801,left,1,3,1.154211721,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Pretarget,0,5,5,5,1397.609186,1399.610299,left,1,3,1.189744455,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,right,Target,0,6,6,6,1401.125453,1403.110532,left,0,3,1.273509856,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,7,7,7,1404.62562,1406.62648,left,1,3,1.149390379,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,right,Target,0,8,8,8,1408.125539,1410.126925,left,0,3,1.009208317,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Distractor,0,9,9,9,1411.625948,1413.626346,left,1,3,0.869612682,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Distractor,0,10,10,10,1415.125554,1417.12602,left,1,3,0.809767604,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,left,Pretarget,0,11,11,11,1418.625299,1420.62544,left,1,3,0.910787371,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Distractor,0,12,12,12,1422.125872,1424.125885,left,1,3,1.13810294,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,13,13,13,1425.625459,1427.625915,left,1,3,0.694170247,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
M,right,Target,0,14,14,14,1429.125586,1431.125903,right,1,3,1.354084875,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Pretarget,0,15,15,15,1432.625974,1434.62545,left,1,3,1.150598842,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,16,16,16,1436.109256,1438.110838,left,1,3,1.18531353,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Pretarget,0,17,17,17,1439.625935,1441.609335,left,1,3,1.014886522,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,18,18,18,1443.108964,1445.109113,left,0,3,1.147012269,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
F,left,Distractor,0,19,19,19,1446.609055,1448.609353,left,1,3,0.990745487,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,right,Target,0,20,20,20,1450.108985,1452.109278,left,0,3,0.994702908,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,21,21,21,1453.60886,1455.609307,left,1,3,1.158861112,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,22,22,22,1457.109295,1459.110847,left,1,3,1.161430099,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,right,Target,0,23,23,23,1460.625646,1462.62541,left,0,3,1.262835792,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Pretarget,0,24,24,24,1464.125716,1466.125626,left,1,3,1.122592136,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Pretarget,0,25,25,25,1467.609321,1469.610579,left,1,3,0.93351495,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,26,26,26,1471.109251,1473.109174,left,1,3,0.762998118,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,right,Target,0,27,27,27,1474.609056,1476.609439,left,0,3,1.279181966,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,right,Target,0,28,28,28,1478.109097,1480.108506,None,0,3,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Distractor,0,29,29,29,1481.609105,1483.609554,left,1,3,0.726597292,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Pretarget,0,30,30,30,1485.109004,1487.109273,right,0,3,0.747029529,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,31,31,31,1488.60888,1490.609471,left,1,3,0.87871353,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,32,32,32,1492.109055,1494.109296,right,0,3,0.962894691,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,right,Target,0,33,33,33,1495.608973,1497.609205,left,0,3,0.40690566,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Z,left,Distractor,0,34,34,34,1499.10903,1501.109699,left,1,3,0.28241726,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
N,left,Lure,0,35,35,35,1502.60913,1504.609548,left,1,3,0.446694482,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,36,36,36,1506.109073,1508.109434,right,0,3,0.322787056,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Lure,0,37,37,37,1509.609052,1511.609053,left,1,3,0.295531348,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,38,38,38,1513.109014,1515.109085,left,1,3,0.235011623,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,39,39,39,1516.609152,1518.6095,left,0,3,0.318427349,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,40,40,40,1520.109414,1522.108998,left,1,3,0.611146863,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
X,left,Distractor,0,41,41,41,1523.609306,1525.609028,left,1,3,0.79121912,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,left,Pretarget,0,42,42,42,1527.109166,1529.110191,left,1,3,0.538067075,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Pretarget,0,43,43,43,1530.625805,1532.625597,left,1,3,0.894700406,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,44,44,44,1534.125778,1536.11067,left,1,3,0.929672377,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
W,right,Target,0,45,45,45,1537.609378,1539.609675,right,1,3,0.822555757,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,46,46,46,1541.109411,1543.109928,right,1,3,0.858169655,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
D,left,Distractor,0,47,47,47,1544.609191,1546.609005,left,1,3,0.655223853,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,48,48,48,1548.109135,1550.109332,left,1,3,0.786941539,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,right,Target,0,49,49,49,1551.609226,1553.609544,right,1,3,0.934607925,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,50,50,50,1555.109141,1557.109515,right,0,3,1.130896431,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Lure,0,51,51,51,1558.609193,1560.610129,left,1,3,0.878260236,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Pretarget,0,52,52,52,1562.109136,1564.108923,left,1,3,0.755337674,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,53,53,53,1565.609225,1567.609125,left,1,3,0.711349225,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,54,54,54,1569.109239,1571.110784,left,1,3,0.569472363,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,right,Target,0,55,55,55,1572.625843,1574.609453,right,1,3,0.510856601,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,56,56,56,1576.109396,1578.109373,right,0,3,0.978947331,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Lure,0,57,57,57,1579.609241,1581.609409,left,1,3,0.663047265,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Pretarget,0,58,58,58,1583.109152,1585.109421,left,1,3,0.666813167,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,59,59,59,1586.60952,1588.611315,left,0,3,0.877442511,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,60,60,60,1590.125947,1592.125802,right,0,3,0.722475941,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,right,Target,0,61,61,61,1593.609331,1595.609152,right,1,3,0.919238915,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,62,62,62,1597.109218,1599.109218,left,1,3,0.842908114,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,63,63,63,1600.609237,1602.625772,left,1,3,0.87844149,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Lure,0,0,0,0,1609.422026,1611.425732,None,0,3,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
B,left,Distractor,0,1,1,1,1612.925851,1614.926106,left,1,3,0.610332345,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
T,left,Distractor,0,2,2,2,1616.42592,1618.426143,left,1,3,0.870293746,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,3,3,3,1619.926006,1621.926253,left,1,3,1.066093671,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Pretarget,0,4,4,4,1623.425768,1625.425273,None,0,3,,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
K,left,Distractor,0,5,5,5,1626.925997,1628.926118,left,1,3,1.186185471,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
G,left,Distractor,0,6,6,6,1630.425785,1632.425856,left,1,3,0.726632259,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,right,Target,0,7,7,7,1633.926046,1635.942451,left,0,3,0.858036201,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Pretarget,0,8,8,8,1637.426013,1639.425838,left,1,3,0.86252872,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
S,left,Distractor,0,9,9,9,1640.926188,1642.926821,left,1,3,1.425680631,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,10,10,10,1644.426079,1646.426185,left,1,3,0.950104935,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,11,11,11,1647.925903,1649.92641,right,1,3,0.601935659,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Lure,0,12,12,12,1651.425835,1653.427094,left,1,3,0.909312,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Q,left,Distractor,0,13,13,13,1654.925233,1656.9266,left,1,3,0.833751446,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Pretarget,0,14,14,14,1658.425963,1660.425974,right,0,3,0.374530586,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
