vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
0,0,0,0,0,2592.394663327723,VS1rightbutton,0,1,4,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
1,0,1,1,1,2596.181852157635,VS1rightbutton,0,1,3,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
2,0,2,2,2,2599.2141068899655,VS1rightbutton,0,1,4,2,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
3,0,3,3,3,2601.529565447767,VS1leftbutton,1,0,2,3,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
4,0,4,4,4,2604.204195386439,VS1rightbutton,0,1,3,2,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
5,0,5,5,5,2606.762091514538,VS1leftbutton,1,0,3,4,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
6,0,6,6,6,2608.9543992562103,VS1leftbutton,1,0,2,4,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
7,0,7,7,7,2612.036707145453,VS1leftbutton,1,0,3,4,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
8,0,8,8,8,2614.2191072332207,VS1leftbutton,1,0,1,3,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
9,0,9,9,9,2617.4941873856587,VS1leftbutton,1,0,1,3,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
10,0,10,10,10,2619.592122510483,VS1leftbutton,1,0,1,2,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
11,0,11,11,11,2621.9841549397097,VS1rightbutton,0,1,2,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
12,0,12,12,12,2624.5920172873884,VS1rightbutton,0,1,4,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
13,0,13,13,13,2627.4926209087134,VS1rightbutton,0,1,4,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
14,0,14,14,14,2629.5397714476567,VS1rightbutton,0,1,3,2,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
15,0,15,15,15,2632.3982678608154,VS1rightbutton,0,1,2,1,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
16,0,16,16,16,2636.732681976573,VS1rightbutton,0,1,4,3,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
17,0,17,17,17,2639.849270784587,VS1leftbutton,1,0,2,4,L08T02,2022-10-21_10h33.55.460,t1_Paradigm,2021.1.4,59.993417861785716,
