vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
0,0,0,0,0,2964.3618854557426,VS1rightbutton,0,1,4,1,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
1,0,1,1,1,2977.4928990487533,VS1leftbutton,1,0,3,1,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
2,0,2,2,2,2985.1877044310386,VS1leftbutton,1,0,3,1,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
3,0,3,3,3,2991.3813905353163,VS1leftbutton,1,0,1,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
4,0,4,4,4,2996.2018383235118,VS1rightbutton,0,1,2,3,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
5,0,5,5,5,3006.5139186343586,VS1leftbutton,1,0,3,1,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
6,0,6,6,6,3015.7067950344936,VS1rightbutton,0,1,4,3,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
7,0,7,7,7,3018.6749009042687,VS1rightbutton,0,1,1,2,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
8,0,8,8,8,3023.4673975390615,VS1rightbutton,0,1,2,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
9,0,9,9,9,3027.9258469492343,VS1rightbutton,0,1,1,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
10,0,10,10,10,3032.74762638635,VS1leftbutton,1,0,2,1,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
11,0,11,11,11,3035.9893336558453,VS1rightbutton,0,1,2,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
12,0,12,12,12,3039.1095984586136,VS1rightbutton,0,1,2,3,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
13,0,13,13,13,3048.6095625287853,VS1rightbutton,0,1,1,2,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
14,0,14,14,14,3052.7421377857245,VS1leftbutton,1,0,3,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
15,0,15,15,15,3055.7879819888913,VS1rightbutton,0,1,2,3,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
16,0,16,16,16,3060.639014393746,VS1leftbutton,1,0,2,4,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
17,0,17,17,17,3062.9897927234415,VS1rightbutton,0,1,4,3,H17K06,2022-11-15_10h58.36.995,t1_Paradigm,2021.1.4,60.04742632174145,
