Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_trial_resp.rt,finaln_level,finaln_money,Participant,date,expName,psychopyVersion,frameRate,
F,left,Distractor,0,0,0,0,2482.318230376026,2484.324724382459,left,1,0.8703357712365687,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
P,left,Pretarget,0,1,1,1,2485.8245569235296,2487.8239207720326,None,0,,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
B,left,Distractor,0,2,2,2,2489.323642956995,2491.323735668935,None,0,,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
K,left,Pretarget,0,3,3,3,2492.823292640591,2494.82271102551,None,0,,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
H,left,Distractor,0,4,4,4,2496.323056209105,2498.3223273456388,left,1,0.4986474963661749,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
P,right,Target,0,5,5,5,2499.82205113463,2501.8216421113466,right,1,0.4970341802400071,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
L,left,Distractor,0,6,6,6,2503.321303343837,2505.3211541706405,left,1,0.9440513899899088,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
K,right,Target,0,7,7,7,2506.820861277898,2508.820659493096,right,1,1.0441575114964508,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
Z,left,Pretarget,0,8,8,8,2510.3201827804733,2512.3199713715585,left,1,1.4590687999734655,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
S,left,Pretarget,0,9,9,9,2513.8197564338334,2515.819349976984,left,1,0.6670524852233939,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
N,left,Distractor,0,10,10,10,2517.3190987885755,2519.3186522313918,left,1,0.5512222257093526,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
M,left,Distractor,0,11,11,11,2520.818606035813,2522.818190596503,left,1,1.108512432052521,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
Z,right,Target,0,12,12,12,2524.3179676387226,2526.3179166310874,left,0,1.0089648278662935,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
S,right,Target,0,13,13,13,2527.8174909260997,2529.816978925199,left,0,0.775060615647817,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
Q,left,Distractor,0,14,14,14,2531.3168599074415,2533.31629786134,left,1,0.7454630496213213,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
V,left,Lure,0,15,15,15,2534.816417520691,2536.8159077654127,left,1,0.7721862246107776,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
Z,right,Target,0,16,16,16,2538.315678712359,2540.315712075826,right,1,0.533932571153855,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
X,left,Distractor,0,17,17,17,2541.815056355379,2543.814766991447,left,1,0.5127724335761741,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
V,left,Pretarget,0,18,18,18,2545.314549487317,2547.3141991709126,None,0,,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
E,left,Distractor,0,19,19,19,2548.813814207824,2550.8139130150084,left,1,0.5465388289594557,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
R,left,Distractor,0,20,20,20,2552.3134087133803,2554.31303241197,left,1,0.8227755068510305,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
G,left,Distractor,0,21,21,21,2555.8126859451877,2557.8122477288707,left,1,0.6013636675779708,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
V,right,Target,0,22,22,22,2559.312352952111,2561.3119516281004,right,1,1.1545851349073928,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
T,left,Pretarget,0,23,23,23,2562.811690815608,2564.811185872357,left,1,0.6152319626999088,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
B,left,Distractor,0,24,24,24,2566.311159245757,2568.3105952748156,left,1,0.5650789719657041,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
S,left,Pretarget,0,25,25,25,2569.8101339607383,2571.8101182414102,left,1,0.6332225709047634,3,3.0,R31R02,2022-11-30_12h01.20.614,t1_Paradigm,2021.1.4,60.077168735194675,
