vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
0,0,0,0,0,2407.9146270573838,VS1leftbutton,1,0,3,4,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
1,0,1,1,1,2416.6989887019736,VS1leftbutton,1,0,2,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
2,0,2,2,2,2421.44642885786,VS1rightbutton,0,1,4,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
3,0,3,3,3,2426.5629757902934,VS1rightbutton,0,1,3,2,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
4,0,4,4,4,2429.5838853810565,VS1rightbutton,0,1,3,1,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
5,0,5,5,5,2431.643725647067,VS1rightbutton,0,1,4,1,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
6,0,6,6,6,2434.9151676096953,VS1leftbutton,1,0,1,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
7,0,7,7,7,2437.0963995686034,VS1leftbutton,1,0,1,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
8,0,8,8,8,2438.96298644098,VS1leftbutton,1,0,1,2,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
9,0,9,9,9,2440.903138796508,VS1rightbutton,0,1,4,2,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
10,0,10,10,10,2443.228050848469,VS1rightbutton,0,1,4,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
11,0,11,11,11,2445.671663059795,VS1leftbutton,1,0,1,2,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
12,0,12,12,12,2447.4193855219055,VS1leftbutton,1,0,1,4,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
13,0,13,13,13,2449.443713264074,VS1leftbutton,1,0,2,3,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
14,0,14,14,14,2451.9130333102075,VS1leftbutton,1,0,2,4,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
15,0,15,15,15,2453.8465572430287,VS1rightbutton,0,1,4,1,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
16,0,16,16,16,2456.075653907901,VS1rightbutton,0,1,2,1,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
17,0,17,17,17,2458.0751993306912,VS1rightbutton,0,1,4,2,S19R04,2022-11-02_16h14.48.263,t1_Paradigm,2021.1.4,60.055293112664266,
