vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
0,0,0,0,0,2096.1169530685293,VS1rightbutton,0,1,2,3,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
1,0,1,1,1,2108.9530986640602,VS1leftbutton,1,0,2,1,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
2,0,2,2,2,2112.895789530361,VS1rightbutton,0,1,4,3,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
3,0,3,3,3,2126.1332052475773,VS1rightbutton,0,1,4,3,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
4,0,4,4,4,2132.422213075799,VS1leftbutton,1,0,4,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
5,0,5,5,5,2136.099902732647,VS1leftbutton,1,0,3,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
6,0,6,6,6,2140.522084690514,VS1leftbutton,1,0,4,3,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
7,0,7,7,7,2145.7161355994176,VS1leftbutton,1,0,4,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
8,0,8,8,8,2154.064675402362,VS1leftbutton,1,0,4,1,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
9,0,9,9,9,2156.3823799829697,VS1rightbutton,0,1,1,4,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
10,0,10,10,10,2159.629114693962,VS1rightbutton,0,1,1,3,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
11,0,11,11,11,2161.9832525016973,VS1leftbutton,1,0,4,1,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
12,0,12,12,12,2164.1787316235714,VS1leftbutton,1,0,3,1,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
13,0,13,13,13,2166.2894681799226,VS1rightbutton,0,1,2,4,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
14,0,14,14,14,2168.189452845487,VS1leftbutton,1,0,3,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
15,0,15,15,15,2170.474874742562,VS1rightbutton,0,1,1,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
16,0,16,16,16,2172.4156680617016,VS1leftbutton,1,0,3,1,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
17,0,17,17,17,2174.491491353372,VS1rightbutton,0,1,1,2,D24O05,2022-11-04_10h42.41.050,t1_Paradigm,2021.1.4,59.902263378370556,
