vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
0,0,0,0,0,2608.6370717929967,VS1leftbutton,1,0,1,3,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
1,0,1,1,1,2625.7868165626423,VS1leftbutton,1,0,4,1,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
2,0,2,2,2,2644.775979858736,VS1leftbutton,1,0,2,1,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
3,0,3,3,3,2649.195293572673,VS1leftbutton,1,0,3,1,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
4,0,4,4,4,2652.92542403657,VS1leftbutton,1,0,3,1,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
5,0,5,5,5,2655.397352867207,VS1rightbutton,0,1,1,2,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
6,0,6,6,6,2658.489313431608,VS1rightbutton,0,1,2,4,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
7,0,7,7,7,2664.8302634685824,VS1rightbutton,0,1,1,2,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
8,0,8,8,8,2667.2093581899535,VS1rightbutton,0,1,3,4,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
9,0,9,9,9,2670.1948765295965,VS1leftbutton,1,0,4,2,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
10,0,10,10,10,2673.624328881444,VS1rightbutton,0,1,2,4,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
11,0,11,11,11,2676.7130663444987,VS1rightbutton,0,1,2,3,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
12,0,12,12,12,2680.5714115689043,VS1rightbutton,0,1,2,3,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
13,0,13,13,13,2682.7267360540864,VS1leftbutton,1,0,4,3,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
14,0,14,14,14,2686.175566152029,VS1leftbutton,1,0,4,1,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
15,0,15,15,15,2688.145460133266,VS1rightbutton,0,1,1,4,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
16,0,16,16,16,2690.3920111870393,VS1leftbutton,1,0,3,2,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
17,0,17,17,17,2696.5046817897237,VS1leftbutton,1,0,4,3,H10K03,2022-09-21_10h40.24.246,t1_Paradigm,2021.1.4,60.037056303033175,
