vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
0,0,0,0,0,4413.8992164728115,VS1leftbutton,1,0,1,2,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
1,0,1,1,1,4422.470151925489,VS1rightbutton,0,1,4,2,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
2,0,2,2,2,4428.519204179669,VS1leftbutton,1,0,1,3,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
3,0,3,3,3,4432.25818638991,VS1leftbutton,1,0,3,4,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
4,0,4,4,4,4435.224981120802,VS1rightbutton,0,1,3,1,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
5,0,5,5,5,4437.927382902402,VS1rightbutton,0,1,4,3,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
6,0,6,6,6,4441.027431471855,VS1rightbutton,0,1,3,1,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
7,0,7,7,7,4445.306456207618,VS1rightbutton,0,1,2,1,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
8,0,8,8,8,4448.49035797031,VS1leftbutton,1,0,2,3,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
9,0,9,9,9,4452.064889615183,VS1rightbutton,0,1,4,3,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
10,0,10,10,10,4454.81896941665,VS1rightbutton,0,1,2,1,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
11,0,11,11,11,4456.900248493359,VS1rightbutton,0,1,4,2,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
12,0,12,12,12,4459.6734551611735,VS1rightbutton,0,1,2,3,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
13,0,13,13,13,4462.290984881882,VS1leftbutton,1,0,1,4,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
14,0,14,14,14,4464.770470866992,VS1leftbutton,1,0,1,4,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
15,0,15,15,15,4466.8483462328,VS1rightbutton,0,1,3,2,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
16,0,16,16,16,4469.952610463413,VS1rightbutton,0,1,4,1,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
17,0,17,17,17,4471.848594212861,VS1rightbutton,0,1,4,2,K13R08,2022-11-30_17h18.45.815,t1_Paradigm,2021.1.4,60.0054284631568,
