Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_level,finaln_money,finaln_trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate,
T,left,Distractor,0,0,0,0,2879.9116600394336,2881.9163427900494,None,0,0,2.59,,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
F,left,Distractor,0,1,1,1,2883.414265114203,2885.416704815405,left,1,0,2.59,0.7670436627959134,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
G,left,Distractor,0,2,2,2,2886.914270407433,2888.9163713414455,left,1,0,2.59,0.4194245769758709,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
V,left,Distractor,0,3,3,3,2890.4144284025533,2892.4166926249163,left,1,0,2.59,0.6150619870168157,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
H,left,Distractor,0,4,4,4,2893.9142655954056,2895.916224414017,left,1,0,2.59,0.6674624701408902,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
C,left,Pretarget,0,5,5,5,2897.4143581468525,2899.4159929551824,left,1,0,2.59,0.4639166427368764,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
C,right,Target,0,6,6,6,2900.914432733378,2902.914347399972,right,1,0,2.59,0.517253547674045,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
C,right,Target,0,7,7,7,2904.414494487821,2906.4143449939584,right,1,0,2.59,0.409568569084513,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
W,left,Distractor,0,8,8,8,2907.9144128436456,2909.91664626899,left,1,0,2.59,0.4910051857732469,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
R,left,Pretarget,0,9,9,9,2911.414409475212,2913.416333326386,left,1,0,2.59,0.7035087747499347,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
R,right,Target,0,10,10,10,2914.9134475496394,2916.9144436406496,left,0,0,2.59,0.6933515335113043,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
Z,left,Distractor,0,11,11,11,2918.4143764325854,2920.4161937774043,left,1,0,2.59,0.7118351974495454,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
R,left,Lure,0,12,12,12,2921.9143765929766,2923.9160142885376,right,0,0,2.59,0.7157576467288891,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
H,left,Pretarget,0,13,13,13,2925.414430648161,2927.416284885243,left,1,0,2.59,0.5436052079166984,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
H,right,Target,0,14,14,14,2928.914311470129,2930.9144583975576,right,1,0,2.59,0.5494175032799831,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
K,left,Distractor,0,15,15,15,2932.4142891743686,2934.416445286377,left,1,0,2.59,0.5994007413828513,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
J,left,Distractor,0,16,16,16,2935.9143326430785,2937.9167162038793,left,1,0,2.59,0.6029128845402738,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
H,left,Lure,0,17,17,17,2939.414289815977,2941.416649316612,right,0,0,2.59,0.7672127255937085,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
S,left,Distractor,0,18,18,18,2942.914460963977,2944.916383211137,left,1,0,2.59,0.7074042766180355,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
T,left,Pretarget,0,19,19,19,2946.414402096765,2948.4150908592273,left,1,0,2.59,0.6167689758585766,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
T,right,Target,0,20,20,20,2949.9142931843962,2951.914548222194,right,1,0,2.59,0.5092306039005052,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
X,left,Pretarget,0,21,21,21,2953.4143950391153,2955.4164359831047,left,1,0,2.59,0.4955916957114823,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
X,right,Target,0,22,22,22,2956.914378517802,2958.9144035403733,right,1,0,2.59,0.709478904856951,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
W,left,Distractor,0,23,23,23,2960.4144864677655,2962.41678020393,left,1,0,2.59,0.807203293996281,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
K,left,Distractor,0,24,24,24,2963.914156201834,2965.9165551611513,left,1,0,2.59,0.7476514868321829,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
F,left,Pretarget,0,25,25,25,2967.414293986396,2969.4164581184596,left,1,0,2.59,0.5275949294009479,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
F,right,Target,0,26,26,26,2970.9143345678895,2972.914425996525,right,1,0,2.59,0.8536455167050008,D24A05,2022-11-29_09h19.08.590,t1_Paradigm,2021.1.4,60.002637110659876,
