vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
0,0,0,0,0,2529.6382656419883,VS1rightbutton,0,1,3,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
1,0,1,1,1,2543.9032329779293,VS1leftbutton,1,0,1,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
2,0,2,2,2,2548.949060820203,VS1rightbutton,0,1,4,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
3,0,3,3,3,2552.0965524055646,VS1leftbutton,1,0,3,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
4,0,4,4,4,2556.7630226345063,VS1leftbutton,1,0,4,3,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
5,0,5,5,5,2560.3005343277327,VS1leftbutton,1,0,3,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
6,0,6,6,6,2566.3237164393067,VS1rightbutton,0,1,3,1,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
7,0,7,7,7,2569.526861709979,VS1rightbutton,0,1,1,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
8,0,8,8,8,2573.159244485738,VS1leftbutton,1,0,2,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
9,0,9,9,9,2576.6100347492757,VS1rightbutton,0,1,3,1,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
10,0,10,10,10,2580.6591196937807,VS1leftbutton,1,0,1,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
11,0,11,11,11,2584.254575598272,VS1rightbutton,0,1,1,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
12,0,12,12,12,2587.4870813053276,VS1leftbutton,1,0,1,3,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
13,0,13,13,13,2593.253184280198,VS1leftbutton,1,0,2,1,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
14,0,14,14,14,2596.3815114776517,VS1leftbutton,1,0,1,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
15,0,15,15,15,2600.671676523838,VS1leftbutton,1,0,2,4,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
16,0,16,16,16,2605.5730969707365,VS1rightbutton,0,1,4,3,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
17,0,17,17,17,2610.5416965547192,VS1leftbutton,1,0,3,2,D17S02,2022-11-18_10h40.04.704,t1_Paradigm,2021.1.4,59.704921865874,
