Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
0,0,0,0,0,2438.086221327103,EDleftbutton,1,0,1.00,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
1,0,1,1,1,2449.3384140893468,EDrightbutton,0,1,0.50,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
2,0,2,2,2,2453.001715007791,EDrightbutton,0,1,0.75,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
3,0,3,3,3,2456.0648055442143,EDrightbutton,0,1,0.88,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
4,0,4,4,4,2459.40733520317,EDleftbutton,1,0,0.94,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
5,0,5,5,5,2462.976157028752,EDleftbutton,1,0,0.91,2.00,2,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
0,0,0,0,0,2467.519413817645,EDleftbutton,1,0,1.00,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
1,0,1,1,1,2471.796311867074,EDrightbutton,0,1,0.50,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
2,0,2,2,2,2475.680954655574,EDrightbutton,0,1,0.75,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
3,0,3,3,3,2481.6634821715706,EDrightbutton,0,1,0.88,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
4,0,4,4,4,2483.9318831369455,EDleftbutton,1,0,0.94,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
5,0,5,5,5,2485.463987883937,EDleftbutton,1,0,0.91,2.00,3,4,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
0,0,0,0,0,2487.860331125441,EDrightbutton,0,1,1.00,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
1,0,1,1,1,2491.2165712226997,EDrightbutton,0,1,1.50,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
2,0,2,2,2,2493.31694569494,EDrightbutton,0,1,1.75,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
3,0,3,3,3,2494.7120811167115,EDrightbutton,0,1,1.88,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
4,0,4,4,4,2496.198440452863,EDrightbutton,0,1,1.94,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
5,0,5,5,5,2497.5954362057673,EDrightbutton,0,1,1.97,2.00,1,2,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
0,0,0,0,0,2498.9616830815503,EDleftbutton,1,0,1.00,2.00,2,3,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
1,0,1,1,1,2503.664011494955,EDleftbutton,1,0,0.50,2.00,2,3,B08A08,2022-11-28_10h37.27.119,t1_Paradigm,2021.1.4,59.96008671990067,
