Letter,CorrAnswer,Stimulus,finaln_nback_run.thisRepN,finaln_nback_run.thisTrialN,finaln_nback_run.thisN,finaln_nback_run.thisIndex,finaln_fixcross.started,finaln_nback_trial.started,finaln_trial_resp.keys,finaln_trial_resp.corr,finaln_trial_resp.rt,finaln_level,finaln_money,Participant,date,expName,psychopyVersion,frameRate,
F,left,Distractor,0,0,0,0,3147.5297292459236,3149.5341973827,left,1,0.8994932283421804,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
P,left,Pretarget,0,1,1,1,3151.0324206182304,3153.032196377306,left,1,0.4736523328920157,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
B,left,Distractor,0,2,2,2,3154.5319421413496,3156.5331406593705,left,1,0.7005629762516037,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
K,left,Pretarget,0,3,3,3,3158.0321960565034,3160.032918824463,left,1,0.6729261644250073,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
H,left,Distractor,0,4,4,4,3161.5322382420272,3163.534124239737,left,1,0.6596173532325338,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
P,right,Target,0,5,5,5,3165.0321184223067,3167.0338129009433,left,0,1.1440682180036674,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
L,left,Distractor,0,6,6,6,3168.5322481869043,3170.5339962395537,left,1,0.779940414147859,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
K,right,Target,0,7,7,7,3172.03210591101,3174.0329682280444,right,1,1.0568834104378766,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
Z,left,Pretarget,0,8,8,8,3175.5321667030767,3177.534100821158,left,1,1.139783580238145,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
S,left,Pretarget,0,9,9,9,3179.0319708531697,3181.033697091252,left,1,1.4642229859455256,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
N,left,Distractor,0,10,10,10,3182.5322687182615,3184.5322074449905,left,1,0.637532028116766,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
M,left,Distractor,0,11,11,11,3186.0321068734174,3188.034151347547,left,1,1.1996100325195584,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
Z,right,Target,0,12,12,12,3189.5321817807926,3191.534255127144,None,0,,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
S,right,Target,0,13,13,13,3193.032170071503,3195.0333259227955,right,1,1.1451345654077159,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
Q,left,Distractor,0,14,14,14,3196.532289570423,3198.532288928818,left,1,0.6695157133872272,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
V,left,Lure,0,15,15,15,3200.0322076053926,3202.0333307348337,left,1,1.216493866417295,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
Z,right,Target,0,16,16,16,3203.532119224312,3205.533253902642,None,0,,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
X,left,Distractor,0,17,17,17,3207.0322027933544,3209.0340194977325,left,1,0.6318365010974958,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
V,left,Pretarget,0,18,18,18,3210.532152587768,3212.533538775233,None,0,,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
E,left,Distractor,0,19,19,19,3214.0320151239102,3216.0333804592156,left,1,0.816215153232406,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
R,left,Distractor,0,20,20,20,3217.5318321061022,3219.5341925706634,left,1,0.819632661925425,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
G,left,Distractor,0,21,21,21,3221.0319913845287,3223.0338350363127,left,1,0.7441667685216089,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
V,right,Target,0,22,22,22,3224.532359184559,3226.5337466552337,right,1,0.9562188039653847,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
T,left,Pretarget,0,23,23,23,3228.032180657985,3230.0334189555124,left,1,0.9448027273356274,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
B,left,Distractor,0,24,24,24,3231.5322167482627,3233.5322735303,left,1,0.5817499325512472,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
S,left,Pretarget,0,25,25,25,3235.03200453743,3237.0333085994625,left,1,0.7448138270992786,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
G,left,Lure,0,26,26,26,3238.5319607478923,3240.533203857456,left,1,0.620647552614173,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
T,right,Target,0,27,27,27,3242.032332718354,3244.0336585949553,None,0,,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
H,left,Distractor,0,28,28,28,3245.531975504806,3247.5336048605423,None,0,,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
S,right,Target,0,29,29,29,3249.0320654898987,3251.032292618045,left,0,1.4337720948697097,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
D,left,Distractor,0,30,30,30,3252.5322770591265,3254.5325183025816,left,1,0.9094891124459537,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
Z,left,Distractor,0,31,31,31,3256.032298713293,3258.0339810014357,left,1,1.3279967842772749,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
J,left,Pretarget,0,32,32,32,3259.5321991041274,3261.5345797792434,left,1,0.5636675806326821,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
C,left,Pretarget,0,33,33,33,3263.0323641569958,3265.0340595980397,left,1,0.6157915656549449,3,3.0,B09N05,2022-11-10_16h30.12.686,t1_Paradigm,2021.1.4,60.01415072553496,
