vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
0,0,0,0,0,2521.0425138762616,VS1leftbutton,1,0,4,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
1,0,1,1,1,2528.8203743494955,VS1leftbutton,1,0,3,1,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
2,0,2,2,2,2533.871951505104,VS1leftbutton,1,0,4,3,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
3,0,3,3,3,2537.0159358063697,VS1rightbutton,0,1,3,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
4,0,4,4,4,2539.806581175249,VS1leftbutton,1,0,2,1,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
5,0,5,5,5,2541.7923238014705,VS1leftbutton,1,0,4,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
6,0,6,6,6,2543.555302300723,VS1rightbutton,0,1,3,4,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
7,0,7,7,7,2545.491966813743,VS1rightbutton,0,1,1,3,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
8,0,8,8,8,2547.4751895454697,VS1leftbutton,1,0,4,1,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
9,0,9,9,9,2549.1655861008326,VS1rightbutton,0,1,3,4,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
10,0,10,10,10,2550.871404859627,VS1rightbutton,0,1,1,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
11,0,11,11,11,2552.592523596542,VS1rightbutton,0,1,1,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
12,0,12,12,12,2554.1991784919387,VS1leftbutton,1,0,4,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
13,0,13,13,13,2556.1651007284113,VS1rightbutton,0,1,1,4,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
14,0,14,14,14,2557.7584943381776,VS1leftbutton,1,0,2,3,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
15,0,15,15,15,2559.7062354797295,VS1rightbutton,0,1,1,3,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
16,0,16,16,16,2561.4029489342015,VS1rightbutton,0,1,3,2,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
17,0,17,17,17,2563.195501146223,VS1rightbutton,0,1,1,4,Z12I04,2023-01-25_10h41.04.049,t1_Paradigm,2021.1.4,59.98329731741151,
