vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
0,0,0,0,0,2405.0333303177995,VS1rightbutton,0,1,4,1,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
1,0,1,1,1,2412.203511686159,VS1rightbutton,0,1,1,2,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
2,0,2,2,2,2420.824453546653,VS1rightbutton,0,1,3,1,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
3,0,3,3,3,2435.9462997466944,VS1rightbutton,0,1,3,2,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
4,0,4,4,4,2439.938728188703,VS1leftbutton,1,0,2,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
5,0,5,5,5,2449.329253058522,VS1leftbutton,1,0,1,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
6,0,6,6,6,2451.9797821244247,VS1leftbutton,1,0,1,3,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
7,0,7,7,7,2460.144318027251,VS1leftbutton,1,0,2,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
8,0,8,8,8,2463.042186044364,VS1leftbutton,1,0,1,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
9,0,9,9,9,2467.359577145071,VS1rightbutton,0,1,1,2,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
10,0,10,10,10,2471.0425299436156,VS1leftbutton,1,0,2,3,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
11,0,11,11,11,2474.075047029506,VS1leftbutton,1,0,3,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
12,0,12,12,12,2477.8514483548006,VS1rightbutton,0,1,3,1,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
13,0,13,13,13,2481.5772676177785,VS1leftbutton,1,0,3,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
14,0,14,14,14,2484.7698078912053,VS1rightbutton,0,1,3,2,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
15,0,15,15,15,2490.6028637312047,VS1leftbutton,1,0,3,4,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
16,0,16,16,16,2496.0417414134263,VS1rightbutton,0,1,4,2,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
17,0,17,17,17,2504.8562568491125,VS1leftbutton,1,0,2,1,D08E08,2022-11-24_10h52.59.157,t1_Paradigm,2021.1.4,60.01501726997434,
