vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
0,0,0,0,0,2550.130397904257,VS1leftbutton,1,0,1,3,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
1,0,1,1,1,2555.9529366588104,VS1leftbutton,1,0,3,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
2,0,2,2,2,2560.8947924760287,VS1leftbutton,1,0,2,3,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
3,0,3,3,3,2564.5319605977274,VS1leftbutton,1,0,1,2,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
4,0,4,4,4,2567.7618217351264,VS1rightbutton,0,1,3,2,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
5,0,5,5,5,2574.4108277925407,VS1leftbutton,1,0,2,3,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
6,0,6,6,6,2580.9027929713484,VS1leftbutton,1,0,1,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
7,0,7,7,7,2583.0302965948067,VS1leftbutton,1,0,1,2,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
8,0,8,8,8,2584.8864840102324,VS1leftbutton,1,0,2,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
9,0,9,9,9,2588.58354725517,VS1rightbutton,0,1,4,3,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
10,0,10,10,10,2591.4785004532896,VS1rightbutton,0,1,3,1,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
11,0,11,11,11,2594.2950183851935,VS1leftbutton,1,0,1,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
12,0,12,12,12,2596.156512837537,VS1rightbutton,0,1,4,2,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
13,0,13,13,13,2600.7917044946225,VS1leftbutton,1,0,3,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
14,0,14,14,14,2603.7910349796584,VS1rightbutton,0,1,3,1,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
15,0,15,15,15,2606.341782417585,VS1leftbutton,1,0,2,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
16,0,16,16,16,2611.065240977274,VS1leftbutton,1,0,1,4,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
17,0,17,17,17,2612.8143550809473,VS1leftbutton,1,0,1,2,L09A05,2022-11-30_09h02.49.125,t1_Paradigm,2021.1.4,60.0804109193435,
