vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
0,0,0,0,0,2377.2133419607676,VS1rightbutton,0,1,4,3,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
1,0,1,1,1,2384.0184698516737,VS1leftbutton,1,0,4,2,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
2,0,2,2,2,2389.023188206807,VS1rightbutton,0,1,1,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
3,0,3,3,3,2393.642849901899,VS1rightbutton,0,1,3,1,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
4,0,4,4,4,2398.56234240604,VS1rightbutton,0,1,2,1,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
5,0,5,5,5,2401.1872232281144,VS1leftbutton,1,0,1,3,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
6,0,6,6,6,2410.07208516137,VS1leftbutton,1,0,1,2,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
7,0,7,7,7,2421.9701513030336,VS1leftbutton,1,0,1,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
8,0,8,8,8,2426.5412192014087,VS1leftbutton,1,0,3,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
9,0,9,9,9,2429.4599684074233,VS1rightbutton,0,1,2,3,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
10,0,10,10,10,2432.330631325413,VS1leftbutton,1,0,3,1,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
11,0,11,11,11,2435.6845762911958,VS1rightbutton,0,1,2,3,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
12,0,12,12,12,2440.8331913250017,VS1rightbutton,0,1,2,1,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
13,0,13,13,13,2444.113296021927,VS1leftbutton,1,0,3,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
14,0,14,14,14,2449.428918948745,VS1leftbutton,1,0,3,2,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
15,0,15,15,15,2452.3139736839744,VS1leftbutton,1,0,2,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
16,0,16,16,16,2456.0710091916176,VS1rightbutton,0,1,4,1,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
17,0,17,17,17,2458.630953282253,VS1leftbutton,1,0,2,4,Z02T02,2022-11-11_10h52.56.135,t1_Paradigm,2021.1.4,60.038520949711604,
