vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
0,0,0,0,0,3319.645204815876,VS1leftbutton,1,0,2,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
1,0,1,1,1,3331.7577905100425,VS1rightbutton,0,1,3,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
2,0,2,2,2,3337.5057869427274,VS1leftbutton,1,0,3,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
3,0,3,3,3,3340.70978894453,VS1leftbutton,1,0,1,3,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
4,0,4,4,4,3347.8733872494136,VS1rightbutton,0,1,3,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
5,0,5,5,5,3353.764433031031,VS1leftbutton,1,0,1,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
6,0,6,6,6,3359.2222139170212,VS1rightbutton,0,1,4,1,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
7,0,7,7,7,3366.2047135400794,VS1leftbutton,1,0,1,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
8,0,8,8,8,3369.3685842056466,VS1leftbutton,1,0,3,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
9,0,9,9,9,3375.4898896121185,VS1rightbutton,0,1,3,1,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
10,0,10,10,10,3380.7944674530586,VS1rightbutton,0,1,4,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
11,0,11,11,11,3384.879956306802,VS1rightbutton,0,1,3,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
12,0,12,12,12,3391.1531436967266,VS1rightbutton,0,1,2,1,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
13,0,13,13,13,3395.831845668695,VS1leftbutton,1,0,1,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
14,0,14,14,14,3401.827749351178,VS1rightbutton,0,1,3,1,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
15,0,15,15,15,3404.053655696316,VS1leftbutton,1,0,3,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
16,0,16,16,16,3409.3363571036734,VS1leftbutton,1,0,1,2,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
17,0,17,17,17,3412.3884655731604,VS1leftbutton,1,0,2,4,B15D10,2023-01-10_10h44.51.208,t1_Paradigm,2021.1.4,59.99268661172605,
