vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
0,0,0,0,0,2401.974751619273,VS1leftbutton,1,0,2,4,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
1,0,1,1,1,2406.483731501794,VS1rightbutton,0,1,1,2,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
2,0,2,2,2,2415.4277865641925,VS1rightbutton,0,1,1,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
3,0,3,3,3,2421.2414703627583,VS1leftbutton,1,0,1,4,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
4,0,4,4,4,2424.1140565701935,VS1rightbutton,0,1,4,1,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
5,0,5,5,5,2426.7504069370334,VS1rightbutton,0,1,2,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
6,0,6,6,6,2433.575943076954,VS1rightbutton,0,1,4,2,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
7,0,7,7,7,2437.3427256599825,VS1rightbutton,0,1,3,1,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
8,0,8,8,8,2439.8785383630893,VS1leftbutton,1,0,2,1,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
9,0,9,9,9,2443.6733041617845,VS1leftbutton,1,0,3,1,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
10,0,10,10,10,2450.863019578537,VS1leftbutton,1,0,3,4,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
11,0,11,11,11,2453.3671393145924,VS1rightbutton,0,1,4,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
12,0,12,12,12,2456.314138695452,VS1leftbutton,1,0,2,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
13,0,13,13,13,2460.915914012323,VS1rightbutton,0,1,4,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
14,0,14,14,14,2464.695033668162,VS1rightbutton,0,1,1,2,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
15,0,15,15,15,2467.813951988821,VS1leftbutton,1,0,2,4,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
16,0,16,16,16,2470.776684449782,VS1rightbutton,0,1,2,3,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
17,0,17,17,17,2474.949611990305,VS1leftbutton,1,0,1,4,W08E03,2022-09-02_10h30.13.106,t1_Paradigm,2021.1.4,59.96037509380557,
