vsx,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,VS1click.clicked_name,VS1leftbutton.wasclicked,VS1rightbutton.wasclicked,VS1leftbutton.nback,VS1rightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
0,0,0,0,0,2461.825864765373,VS1leftbutton,1,0,1,3,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
1,0,1,1,1,2469.713202819861,VS1rightbutton,0,1,3,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
2,0,2,2,2,2504.741235573877,VS1leftbutton,1,0,1,4,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
3,0,3,3,3,2508.111387714838,VS1leftbutton,1,0,2,4,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
4,0,4,4,4,2513.6167302124522,VS1leftbutton,1,0,1,3,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
5,0,5,5,5,2517.5824751577948,VS1leftbutton,1,0,1,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
6,0,6,6,6,2523.106600046516,VS1leftbutton,1,0,2,4,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
7,0,7,7,7,2527.4552689534594,VS1rightbutton,0,1,3,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
8,0,8,8,8,2540.953582330155,VS1rightbutton,0,1,4,1,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
9,0,9,9,9,2544.513969218924,VS1leftbutton,1,0,1,3,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
10,0,10,10,10,2550.3858994121283,VS1leftbutton,1,0,1,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
11,0,11,11,11,2553.6268165887386,VS1rightbutton,0,1,2,1,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
12,0,12,12,12,2557.9527957204846,VS1rightbutton,0,1,4,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
13,0,13,13,13,2560.5597443197767,VS1rightbutton,0,1,3,2,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
14,0,14,14,14,2564.3604385380995,VS1rightbutton,0,1,4,3,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
15,0,15,15,15,2567.0522261342403,VS1rightbutton,0,1,4,3,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
16,0,16,16,16,2572.4250476793895,VS1leftbutton,1,0,3,4,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
17,0,17,17,17,2576.4474946064947,VS1leftbutton,1,0,1,4,F14A01,2022-12-08_09h14.56.457,t1_Paradigm,2021.1.4,60.03087073574671,
