Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.strat,EDrightbutton.strat,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
0,0,0,0,0,1318.4887667843795,EDrightbutton,0,1,1.00,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
1,0,1,1,1,1331.451417048207,EDrightbutton,0,1,1.50,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
2,0,2,2,2,1340.5440156885188,EDleftbutton,1,0,1.75,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
3,0,3,3,3,1342.431772073769,EDrightbutton,0,1,1.62,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
4,0,4,4,4,1346.9024889130706,EDrightbutton,0,1,1.68,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
5,0,5,5,5,1349.4110245016009,EDrightbutton,0,1,1.71,2.00,1,2,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
0,0,0,0,0,1351.9298097257006,EDrightbutton,0,1,1.00,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
1,0,1,1,1,1356.8958871211962,EDrightbutton,0,1,1.50,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
2,0,2,2,2,1359.3794350926992,EDleftbutton,1,0,1.75,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
3,0,3,3,3,1364.1616571238656,EDrightbutton,0,1,1.62,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
4,0,4,4,4,1367.3629824225964,EDrightbutton,0,1,1.68,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
5,0,5,5,5,1368.5210985299555,EDrightbutton,0,1,1.71,2.00,1,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
0,0,0,0,0,1369.9960672838051,EDrightbutton,0,1,1.00,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
1,0,1,1,1,1372.6112812076544,EDrightbutton,0,1,1.50,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
2,0,2,2,2,1374.144816282901,EDrightbutton,0,1,1.75,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
3,0,3,3,3,1376.2958445828026,EDrightbutton,0,1,1.88,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
4,0,4,4,4,1377.9090207700283,EDrightbutton,0,1,1.94,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
5,0,5,5,5,1379.0939761656673,EDrightbutton,0,1,1.97,2.00,2,3,B02R06,2022-11-11_14h54.15.617,t2_paradigm,2021.1.4,60.003426364933205,
