Block,conds_view_File,n_reps,instr_1,TriggerBlockView,ImageFile,Trigger,conds_reg_File,TriggerBlockReg,instr_2,blocks_view.thisRepN,blocks_view.thisTrialN,blocks_view.thisN,blocks_view.thisIndex,trials_view.thisRepN,trials_view.thisTrialN,trials_view.thisN,trials_view.thisIndex,blocks_reg.thisRepN,blocks_reg.thisTrialN,blocks_reg.thisN,blocks_reg.thisIndex,trials_reg.thisRepN,trials_reg.thisTrialN,trials_reg.thisN,trials_reg.thisIndex,trials_choice.thisRepN,trials_choice.thisTrialN,trials_choice.thisN,trials_choice.thisIndex,Fix_jitter,image_view.started,image_view.lasted,image_view.stopped,slider_arousal.response,slider_arousal.rt,slider_effort.response,slider_effort.rt,image_reg.started,image_reg.lasted,image_reg.stopped,slider_utility.response,slider_utility.rt,resp_choice.keys,resp_choice.rt,key_resp.keys,key_resp.rt,image.started,image.lased,image.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7235.jpg,1,,,,0,0,0,0,0,0,0,19,,,,,,,,,,,,,4.1,196.68739401496714,6.016905086755287,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7004.jpg,1,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,,3.8,206.51644816831686,6.014747692272067,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7100.jpg,1,,,,0,0,0,0,0,2,2,13,,,,,,,,,,,,,4.0,216.55736423813505,5.99848366441438,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7002.jpg,1,,,,0,0,0,0,0,3,3,6,,,,,,,,,,,,,3.7,226.28193152416497,6.000854681129567,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/083.jpg,1,,,,0,0,0,0,0,4,4,0,,,,,,,,,,,,,3.8,236.12134213355603,6.00337718060473,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7009.jpg,1,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,5.0,247.16327386302873,6.0035324488417245,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/7021.jpg,1,,,,0,0,0,0,0,6,6,10,,,,,,,,,,,,,4.2,257.4150358688785,6.016290141211357,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/124.jpg,1,,,,0,0,0,0,0,7,7,2,,,,,,,,,,,,,4.9,268.3547658047755,6.003716268460266,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
1,Trials/StimuliNeutral.xlsx,1,ANSCHAUEN,21,Stimuli/107.jpg,1,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,5.0,279.38002320041414,6.003048967861105,None,,,,,,,,,,,,,,,,,B08A08,2022-12-05_10h57.21.661,t2_paradigm,2021.1.4,60.0488915646245,
