Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.strat,EDrightbutton.strat,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
0,0,0,0,0,1398.4345003451826,EDleftbutton,1,0,1.00,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
1,0,1,1,1,1407.9711814350867,EDrightbutton,0,1,0.50,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
2,0,2,2,2,1414.6673204602093,EDrightbutton,0,1,0.75,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
3,0,3,3,3,1419.7835446132294,EDrightbutton,0,1,0.88,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
4,0,4,4,4,1427.9911927144685,EDleftbutton,1,0,0.94,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
5,0,5,5,5,1431.1766756747738,EDleftbutton,1,0,0.91,2.00,2,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
0,0,0,0,0,1437.5410058154903,EDrightbutton,0,1,2.00,1.00,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
1,0,1,1,1,1442.702248048885,EDrightbutton,0,1,2.00,0.50,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
2,0,2,2,2,1448.0079712767138,EDleftbutton,1,0,2.00,0.25,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
3,0,3,3,3,1450.898692477076,EDleftbutton,1,0,2.00,0.38,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
4,0,4,4,4,1452.472744701,EDleftbutton,1,0,2.00,0.44,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
5,0,5,5,5,1454.2569123108233,EDleftbutton,1,0,2.00,0.47,1,3,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
0,0,0,0,0,1455.6370079225153,EDrightbutton,0,1,2.00,1.00,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
1,0,1,1,1,1457.9358185187184,EDrightbutton,0,1,2.00,0.50,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
2,0,2,2,2,1461.8692050409472,EDleftbutton,1,0,2.00,0.25,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
3,0,3,3,3,1465.1375160721573,EDrightbutton,0,1,2.00,0.38,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
4,0,4,4,4,1473.6665130027286,EDrightbutton,0,1,2.00,0.32,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
5,0,5,5,5,1475.219178671061,EDrightbutton,0,1,2.00,0.29,1,2,B02L10,2022-11-24_09h41.34.839,t2_paradigm,2021.1.4,59.6856786171122,
