Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.strat,EDrightbutton.strat,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
0,0,0,0,0,1369.893473083397,EDleftbutton,1,0,1.00,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
1,0,1,1,1,1388.0182517297653,EDrightbutton,0,1,0.50,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
2,0,2,2,2,1391.9277540241437,EDrightbutton,0,1,0.75,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
3,0,3,3,3,1396.425760558246,EDrightbutton,0,1,0.88,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
4,0,4,4,4,1399.0438575329517,EDrightbutton,0,1,0.94,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
5,0,5,5,5,1401.819791196156,EDrightbutton,0,1,0.97,2.00,1,2,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
0,0,0,0,0,1406.071682326099,EDleftbutton,1,0,1.00,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
1,0,1,1,1,1408.7357499589361,EDrightbutton,0,1,0.50,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
2,0,2,2,2,1415.371606873383,EDrightbutton,0,1,0.75,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
3,0,3,3,3,1417.9958594038708,EDrightbutton,0,1,0.88,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
4,0,4,4,4,1419.452144307168,EDleftbutton,1,0,0.94,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
5,0,5,5,5,1420.979510994539,EDleftbutton,1,0,0.91,2.00,1,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
0,0,0,0,0,1423.953347316039,EDleftbutton,1,0,1.00,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
1,0,1,1,1,1430.162604774052,EDrightbutton,0,1,0.50,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
2,0,2,2,2,1432.7296370698677,EDrightbutton,0,1,0.75,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
3,0,3,3,3,1437.0471727045951,EDleftbutton,1,0,0.88,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
4,0,4,4,4,1438.5127669717276,EDleftbutton,1,0,0.82,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
5,0,5,5,5,1440.7687518606526,EDrightbutton,0,1,0.79,2.00,2,3,B25R08,2022-12-09_11h13.20.846,t2_paradigm,2021.1.4,59.96879575044744,
