Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
2,0,2,2,2,None,2912.6493648604373,EDrightbutton,0,1,1.50,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2913.416130366153,EDrightbutton,0,1,1.75,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2927.451882128429,EDleftbutton,1,0,1.88,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2931.9506507305196,EDleftbutton,1,0,1.81,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2936.332997774589,EDrightbutton,0,1,1.78,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2937.0991553607746,2937.4271646665875,EDleftbutton,1,0,1.00,1.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2940.2681172043085,EDleftbutton,1,0,1.00,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
2,0,2,2,2,None,2942.549319595273,EDrightbutton,0,1,0.50,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2944.0493110940442,EDrightbutton,0,1,0.75,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2945.1328029836877,EDrightbutton,0,1,0.88,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2946.099411681469,EDrightbutton,0,1,0.94,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2948.216066141613,EDrightbutton,0,1,0.97,2.00,1,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2949.049201379821,2949.3731278404593,EDrightbutton,0,1,1.00,1.00,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2953.4661157857045,EDleftbutton,1,0,2.00,1.00,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
2,0,2,2,2,None,2955.366571933846,EDleftbutton,1,0,2.00,1.50,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2956.8493658869993,EDleftbutton,1,0,2.00,1.75,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2957.4829594868934,EDrightbutton,0,1,2.00,1.88,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2958.050317449437,EDrightbutton,0,1,2.00,1.81,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2958.416219549079,EDleftbutton,1,0,2.00,1.78,2,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2958.9489155132906,2959.2770287588937,EDleftbutton,1,0,1.00,1.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2966.399935647147,EDrightbutton,0,1,1.00,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
2,0,2,2,2,None,2969.333271739364,EDrightbutton,0,1,1.50,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2970.416027067986,EDleftbutton,1,0,1.75,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2971.1613120025722,EDleftbutton,1,0,1.62,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2980.2166358857066,EDleftbutton,1,0,1.56,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2982.992913807917,EDrightbutton,0,1,1.53,2.00,2,3,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
