Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2773.8364070962416,2774.231022244727,EDleftbutton,1,0,1.00,1.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2784.7413785304525,EDrightbutton,0,1,1.00,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
2,0,2,2,2,None,2790.319273871428,EDrightbutton,0,1,1.50,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2793.368561867741,EDrightbutton,0,1,1.75,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2797.3355212019524,EDrightbutton,0,1,1.88,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2802.3885799032287,EDleftbutton,1,0,1.94,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2811.3684110908653,EDleftbutton,1,0,1.91,2.00,1,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2813.582461634476,2813.91915119678,EDrightbutton,0,1,1.00,1.00,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2895.8998713263427,EDleftbutton,1,0,2.00,1.00,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
2,0,2,2,2,None,2898.5660683391034,EDleftbutton,1,0,2.00,1.50,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
3,0,3,3,3,None,2900.3827477255836,EDleftbutton,1,0,2.00,1.75,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
4,0,4,4,4,None,2901.116057127074,EDrightbutton,0,1,2.00,1.88,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
5,0,5,5,5,None,2902.266061185219,EDrightbutton,0,1,2.00,1.81,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
6,0,6,6,6,None,2903.34944528545,EDleftbutton,1,0,2.00,1.78,3,4,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
0,0,0,0,0,2904.3158092114027,2904.6466168717598,EDleftbutton,1,0,1.00,1.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
1,0,1,1,1,None,2911.6164980692556,EDrightbutton,0,1,1.00,2.00,1,2,G14E11,2021_Oct_18_0829,t1_Paradigm,2021.1.4,59.974199377737186,
