Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2760.4017857114086,2760.7768681976013,EDleftbutton,1,0,1.00,1.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2781.132321139332,EDrightbutton,0,1,1.00,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2802.3851547018858,EDrightbutton,0,1,1.50,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2808.3286242829636,EDleftbutton,1,0,1.75,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2842.1692800789606,EDrightbutton,0,1,1.62,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2846.0954568362795,EDrightbutton,0,1,1.69,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2852.60864323593,EDrightbutton,0,1,1.72,2.00,1,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2866.991113467957,2867.3214652689057,EDleftbutton,1,0,1.00,1.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2885.9751445934526,EDleftbutton,1,0,1.00,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2889.175044888223,EDrightbutton,0,1,0.50,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2893.3417251889477,EDrightbutton,0,1,0.75,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2898.7319405400194,EDrightbutton,0,1,0.88,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2901.6452018148266,EDrightbutton,0,1,0.94,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2902.6249011529144,EDrightbutton,0,1,0.97,2.00,1,2,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2904.55785132054,2904.875115047558,EDleftbutton,1,0,1.00,1.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2911.625481162686,EDleftbutton,1,0,1.00,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2915.942626513832,EDrightbutton,0,1,0.50,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2919.325272866059,EDrightbutton,0,1,0.75,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2922.1264097236563,EDrightbutton,0,1,0.88,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2922.725111310254,EDrightbutton,0,1,0.94,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2923.174931965943,EDrightbutton,0,1,0.97,2.00,2,3,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2923.591167875915,2923.9235824327916,EDleftbutton,1,0,1.00,1.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2926.4085507808486,EDleftbutton,1,0,1.00,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2928.5419334535254,EDrightbutton,0,1,0.50,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2933.4917683849344,EDrightbutton,0,1,0.75,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2934.6249082105933,EDrightbutton,0,1,0.88,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2935.041763909743,EDrightbutton,0,1,0.94,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2935.3754879797343,EDrightbutton,0,1,0.97,2.00,1,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2935.657992184628,2935.973392052925,EDleftbutton,1,0,1.00,1.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2938.2757067345083,EDleftbutton,1,0,1.00,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2945.9601865655277,EDrightbutton,0,1,0.50,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2946.8249769263202,EDrightbutton,0,1,0.75,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2947.641609475715,EDrightbutton,0,1,0.88,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2948.341604567482,EDrightbutton,0,1,0.94,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2950.291901132732,EDrightbutton,0,1,0.97,2.00,2,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
0,0,0,0,0,2953.3244131170795,2953.6496510157012,EDleftbutton,1,0,1.00,1.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
1,0,1,1,1,None,2955.308421786409,EDleftbutton,1,0,1.00,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
2,0,2,2,2,None,2956.3416106626973,EDrightbutton,0,1,0.50,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
3,0,3,3,3,None,2965.908845116559,EDrightbutton,0,1,0.75,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
4,0,4,4,4,None,2966.508408376889,EDrightbutton,0,1,0.88,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
5,0,5,5,5,None,2966.8416297503863,EDrightbutton,0,1,0.94,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
6,0,6,6,6,None,2967.141636262706,EDrightbutton,0,1,0.97,2.00,3,4,G24T03,2021_Oct_19_0957,t1_Paradigm,2021.1.4,59.94144669049767,
