Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
0,0,0,0,0,2605.7293991477927,2606.1072058832506,EDleftbutton,1,0,1.00,1.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
1,0,1,1,1,None,2617.00448031869,EDleftbutton,1,0,1.00,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
2,0,2,2,2,None,2627.9567664969945,EDrightbutton,0,1,0.50,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
3,0,3,3,3,None,2630.6663445816375,EDrightbutton,0,1,0.75,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
4,0,4,4,4,None,2637.5420932128327,EDleftbutton,1,0,0.88,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
5,0,5,5,5,None,2646.213251426234,EDrightbutton,0,1,0.81,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
6,0,6,6,6,None,2650.420012389368,EDrightbutton,0,1,0.84,2.00,3,4,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
0,0,0,0,0,2652.396191889595,2652.7307128313696,EDleftbutton,1,0,1.00,1.00,2,3,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
1,0,1,1,1,None,2656.6638910890906,EDrightbutton,0,1,1.00,2.00,2,3,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
2,0,2,2,2,None,2659.0631803204888,EDrightbutton,0,1,1.50,2.00,2,3,D17T06,2021_Oct_18_1005,t1_Paradigm,2021.1.4,59.95943319077199,
