Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,2690.969502009684,2691.2914693334023,EDleftbutton,1,0,1.00,1.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2693.8537056944333,EDrightbutton,0,1,1.00,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2696.470275302534,EDrightbutton,0,1,1.50,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2697.4701145808212,EDrightbutton,0,1,1.75,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2698.9036542217946,EDrightbutton,0,1,1.88,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2700.6201869697543,EDleftbutton,1,0,1.94,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2702.703769004729,EDleftbutton,1,0,1.91,2.00,3,4,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2703.7862692958442,2704.106018595572,EDrightbutton,0,1,1.00,1.00,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2714.7369578809594,EDleftbutton,1,0,2.00,1.00,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2716.253351015912,EDleftbutton,1,0,2.00,1.50,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2717.6366758640506,EDleftbutton,1,0,2.00,1.75,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2720.0204052433255,EDleftbutton,1,0,2.00,1.88,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2721.1704362488235,EDrightbutton,0,1,2.00,1.94,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2722.020397864864,EDrightbutton,0,1,2.00,1.91,2,3,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
0,0,0,0,0,2722.4531088746735,2722.775537832349,EDleftbutton,1,0,1.00,1.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
1,0,1,1,1,None,2727.4703696182696,EDrightbutton,0,1,1.00,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
2,0,2,2,2,None,2729.0702276955126,EDrightbutton,0,1,1.50,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
3,0,3,3,3,None,2731.853832732013,EDrightbutton,0,1,1.75,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
4,0,4,4,4,None,2734.5036874568905,EDrightbutton,0,1,1.88,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
5,0,5,5,5,None,2737.0872494417126,EDleftbutton,1,0,1.94,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
6,0,6,6,6,None,2738.2537209004513,EDleftbutton,1,0,1.91,2.00,1,2,E03T01,2021_Oct_19_0828,t1_Paradigm,2021.1.4,59.906427108157864,
