Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2180.2150673026626,2180.6063547037775,EDleftbutton,1,0,1.00,1.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2184.1264438097714,EDrightbutton,0,1,1.00,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2185.756460552424,EDrightbutton,0,1,1.50,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
3,0,3,3,3,None,2187.2235332689306,EDrightbutton,0,1,1.75,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2188.5185187799216,EDrightbutton,0,1,1.88,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2189.6048350644414,EDrightbutton,0,1,1.94,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2191.381632863224,EDrightbutton,0,1,1.97,2.00,2,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2192.3469743714377,2192.6681338014023,EDleftbutton,1,0,1.00,1.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2195.8987895176106,EDrightbutton,0,1,1.00,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2196.7970346341026,EDrightbutton,0,1,1.50,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
