Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
3,0,3,3,3,None,2197.6653235754056,EDrightbutton,0,1,1.75,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2198.581899321405,EDrightbutton,0,1,1.88,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2199.3474225319223,EDrightbutton,0,1,1.94,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2200.0154344285547,EDrightbutton,0,1,1.97,2.00,2,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2200.5137343380484,2200.841863192676,EDrightbutton,0,1,1.00,1.00,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2201.8166529630835,EDleftbutton,1,0,2.00,1.00,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2202.648406399734,EDrightbutton,0,1,2.00,1.50,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
3,0,3,3,3,None,2203.216008215095,EDleftbutton,1,0,2.00,1.25,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2203.7185096691246,EDleftbutton,1,0,2.00,1.38,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2204.115597813041,EDleftbutton,1,0,2.00,1.44,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2204.6818923600076,EDleftbutton,1,0,2.00,1.47,1,3,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2205.3466510029684,2205.6633012392267,EDleftbutton,1,0,1.00,1.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2207.681785853725,EDrightbutton,0,1,1.00,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2208.4315121293766,EDrightbutton,0,1,1.50,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
3,0,3,3,3,None,2209.116423878324,EDrightbutton,0,1,1.75,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2209.981046372908,EDrightbutton,0,1,1.88,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2210.415161169367,EDrightbutton,0,1,1.94,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2210.998786405835,EDrightbutton,0,1,1.97,2.00,3,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2211.4801425131154,2211.796710944851,EDrightbutton,0,1,1.00,1.00,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2212.649540435028,EDleftbutton,1,0,2.00,1.00,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2213.349333870574,EDleftbutton,1,0,2.00,1.50,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
3,0,3,3,3,None,2214.4483718814445,EDleftbutton,1,0,2.00,1.75,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2214.8139768323163,EDleftbutton,1,0,2.00,1.88,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2215.2821361054084,EDleftbutton,1,0,2.00,1.94,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2216.0322986718384,EDleftbutton,1,0,2.00,1.97,1,4,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
0,0,0,0,0,2216.5131661976047,2216.8294811957167,EDrightbutton,0,1,1.00,1.00,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
1,0,1,1,1,None,2219.16551525463,EDleftbutton,1,0,2.00,1.00,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
2,0,2,2,2,None,2219.7991567397257,EDleftbutton,1,0,2.00,1.50,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
3,0,3,3,3,None,2220.1647806179244,EDleftbutton,1,0,2.00,1.75,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
4,0,4,4,4,None,2220.5136432302534,EDleftbutton,1,0,2.00,1.88,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
5,0,5,5,5,None,2220.715923042153,EDleftbutton,1,0,2.00,1.94,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
6,0,6,6,6,None,2221.149803973909,EDleftbutton,1,0,2.00,1.97,1,2,F30T02,2021_Sep_22_0840,t1_Paradigm,2021.1.4,60.03202670812918,
