Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,436.71713499999896,437.1958225999988,EDleftbutton,1,0,1.00,1.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,438.7521660000002,439.09499510000023,EDleftbutton,1,0,1.00,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,439.52029389999916,439.86074409999856,EDleftbutton,1,0,0.50,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,440.3481725999991,440.68328929999916,EDrightbutton,0,1,0.25,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,441.2509403999993,441.6046236000002,EDrightbutton,0,1,0.38,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,442.0056227999994,442.3623845000002,EDleftbutton,1,0,0.44,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,442.92063489999964,443.2509076999995,EDleftbutton,1,0,0.41,2.00,1,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,443.8155201999998,444.1492688999988,EDleftbutton,1,0,1.00,1.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,445.1894405999992,445.53140259999964,EDleftbutton,1,0,1.00,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,445.79780579999897,446.13237449999906,EDleftbutton,1,0,0.50,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,446.5726126999998,446.918083999999,EDleftbutton,1,0,0.25,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,447.1607933999985,447.50122569999985,EDleftbutton,1,0,0.12,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,447.84567699999934,448.19526659999974,EDleftbutton,1,0,0.06,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,448.4216569,448.7691400999993,EDleftbutton,1,0,0.03,2.00,1,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,449.1699743999998,449.5037365999997,EDrightbutton,0,1,1.00,1.00,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,450.83075259999896,451.1644018999996,EDrightbutton,0,1,2.00,1.00,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,451.56918210000003,451.8942148999995,EDrightbutton,0,1,2.00,0.50,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,452.3145805999993,452.6542783999994,EDleftbutton,1,0,2.00,0.25,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,453.14760489999935,453.47898879999957,EDrightbutton,0,1,2.00,0.38,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,453.9420543999986,454.27817519999917,EDleftbutton,1,0,2.00,0.31,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,454.73356779999995,455.0677913999989,EDleftbutton,1,0,2.00,0.34,1,2,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,455.4647372999989,455.7809714999985,EDrightbutton,0,1,1.00,1.00,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,456.27102079999895,456.61032819999855,EDleftbutton,1,0,2.00,1.00,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,457.21373159999894,457.5434437999993,EDleftbutton,1,0,2.00,1.50,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,457.90802769999937,458.2546347999996,EDleftbutton,1,0,2.00,1.75,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,458.58048450000024,458.91516369999954,EDleftbutton,1,0,2.00,1.88,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,459.30396459999974,459.6593706999993,EDrightbutton,0,1,2.00,1.94,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,460.1031863999997,460.43172330000016,EDrightbutton,0,1,2.00,1.91,2,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,460.85373359999903,461.16723569999886,EDleftbutton,1,0,1.00,1.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,462.4337031999985,462.76150569999845,EDleftbutton,1,0,1.00,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,463.0680949999987,463.39471049999884,EDleftbutton,1,0,0.50,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,463.61369659999946,463.95495819999996,EDrightbutton,0,1,0.25,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,464.64900229999876,464.9862395,EDrightbutton,0,1,0.38,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,465.16375569999946,465.49331659999916,EDleftbutton,1,0,0.44,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,465.93616329999895,466.2801846000002,EDleftbutton,1,0,0.41,2.00,2,3,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
0,0,0,0,0,466.5500615000001,466.8663007999985,EDleftbutton,1,0,1.00,1.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
1,0,1,1,1,466.9980796999989,467.33082269999977,EDleftbutton,1,0,1.00,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
2,0,2,2,2,467.85968239999966,468.19873779999944,EDleftbutton,1,0,0.50,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
3,0,3,3,3,468.37642179999966,468.71474359999957,EDleftbutton,1,0,0.25,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
4,0,4,4,4,468.9376016999995,469.28115569999864,EDleftbutton,1,0,0.12,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
5,0,5,5,5,469.55671359999906,469.8982047999998,EDrightbutton,0,1,0.06,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
6,0,6,6,6,470.55885919999855,470.9007339999989,EDrightbutton,0,1,0.09,2.00,3,4,Jake,2021_Aug_17_1146,t1_Paradigm,2021.1.4,60.09886262926063,
