Currentstep,EDround.thisRepN,EDround.thisTrialN,EDround.thisN,EDround.thisIndex,EDbufferscreen.started,question.started,EDclick.clicked_name,EDleftbutton.wasclicked,EDrightbutton.wasclicked,EDleftbutton.value,EDrightbutton.value,EDleftbutton.nback,EDrightbutton.nback,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,428.4314892000002,428.8656453000003,EDleftbutton,1,0,1.00,1.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,430.53071219999947,430.87535299999945,EDleftbutton,1,0,1.00,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
2,0,2,2,2,431.29077770000004,431.64192100000037,EDleftbutton,1,0,0.50,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,431.969231699999,432.29815919999965,EDrightbutton,0,1,0.25,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,433.1861102999992,433.5378275000003,EDrightbutton,0,1,0.38,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,433.9060895999992,434.25374960000045,EDrightbutton,0,1,0.44,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,434.55023489999985,434.8906403000001,EDleftbutton,1,0,0.47,2.00,2,3,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,436.00233560000015,436.33189029999994,EDleftbutton,1,0,1.00,1.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,438.3437625000006,438.681462999999,EDleftbutton,1,0,1.00,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
2,0,2,2,2,439.0081854,439.34654480000063,EDleftbutton,1,0,0.50,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,439.74504539999907,440.08030150000013,EDleftbutton,1,0,0.25,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,440.3222033999991,440.66372450000017,EDrightbutton,0,1,0.12,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,441.4232248999997,441.7754953999993,EDrightbutton,0,1,0.19,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,442.1726940999997,442.5131946999991,EDrightbutton,0,1,0.22,2.00,3,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,442.9341263999995,443.27913780000017,EDleftbutton,1,0,1.00,1.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,444.20419349999975,444.5464699999993,EDleftbutton,1,0,1.00,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
2,0,2,2,2,445.1846103000007,445.51343559999987,EDleftbutton,1,0,0.50,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
3,0,3,3,3,446.29560909999964,446.6296953000001,EDleftbutton,1,0,0.25,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
4,0,4,4,4,446.8647641000007,447.196703399999,EDleftbutton,1,0,0.12,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
5,0,5,5,5,447.4992117999991,447.84205160000056,EDleftbutton,1,0,0.06,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
6,0,6,6,6,448.2887878999991,448.6298296999994,EDleftbutton,1,0,0.03,2.00,1,4,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
0,0,0,0,0,449.22321329999977,449.5302568999996,EDrightbutton,0,1,1.00,1.00,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
1,0,1,1,1,451.06994870000017,451.4134644000005,EDrightbutton,0,1,2.00,1.00,1,2,Sammy,2021_Aug_17_1203,t1_Paradigm,2021.1.4,60.02609934800978,
