Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
E12K08            1           0.1762         0.3019
E12K08            2           0.1310         0.2133
E12K08            3           0.1788        -0.5227
E12K08            4           0.3788         1.9654
E12K08            5           0.2162         0.2127
E12K08            6           0.3269        -0.1624
E12K08            7           0.3705         0.2796
E12K08            8           0.0091         0.2272
E12K08            9           0.0147         0.2108
E12K08           10          -0.2221        -0.2474
E12K08           11           1.4039         0.8311
E12K08           12          -0.1153         0.1436
E12K08           13          -0.0351         0.4977
E12K08           14          -0.2620        -0.0478
E12K08           15           0.2789         0.0268
E12K08           16           0.0321        -0.3435
E12K08           17           0.2772         0.0039
E12K08           18           0.4854         0.0255
E12K08           19          -0.0821        -0.4690
E12K08           20          -0.3466        -0.2118
E12K08           21           1.4304         0.6489
E12K08           22           5.0086         2.2416
E12K08           23           3.8125        -0.0436
E12K08           24          27.4968         5.7037
E12K08           25           6.4259         1.3572
E12K08           26           2.0203         0.2957
E12K08           27           2.3539         0.1874
E12K08           28           0.8320         0.5021
E12K08           29           0.9856         0.0160
E12K08           30           0.2832         2.7727
E12K08           31           4.7204         1.0132
E12K08           32           3.1645         0.4372
E12K08           33           1.6095         0.2507
E12K08           34           4.3015         0.9604
E12K08           35           4.0732        -0.8108
E12K08           36           7.5025         0.1396
E12K08           37           5.0216         0.5828
E12K08           38           5.1429         1.3657
E12K08           39           7.5867         0.0125
E12K08           40           2.5316         0.1460
E12K08           41          -1.5400         0.2443
E12K08           42          -0.5508         0.3066
E12K08           43           0.9627        -0.1607
E12K08           44           2.0504         0.2140
E12K08           45          -0.2017         0.3959
E12K08           46           0.3382         0.1482
E12K08           47           0.1291         0.1396
E12K08           48           0.4886         0.0375
E12K08           49           1.3880         0.2796
E12K08           50           0.0769         0.1518
E12K08           51          -0.1790        -0.1141
E12K08           52           0.6897        -0.0483
E12K08           53           1.0428         0.1590
E12K08           54           0.1946        -0.1129
E12K08           55           0.6626         0.0861
E12K08           56           0.5965         0.3654
E12K08           57           0.5753         0.1734
E12K08           58          -0.2956         0.3092
E12K08           59           0.9653        -0.0248
E12K08           60           0.0130         0.2465
E12K08           61           0.6500        -0.5971
E12K08           62           1.8146         0.2648
E12K08           63           0.3250        -0.1371
E12K08           64           0.3079         0.2898
E12K08           65           1.1523         0.0690
E12K08           66           0.7093         0.3813
E12K08           67           0.5322        -0.0381
E12K08           68           0.6850         0.1719
E12K08           69           0.5800        -0.0313
E12K08           70           1.1130        -0.0863
E12K08           71           0.4223         0.3570
E12K08           72           0.1346        -0.0712
E12K08           73           0.3649         0.1580
E12K08           74           0.5449         0.1930
E12K08           75           0.7622         0.1678
E12K08           76           0.3255         0.2710
E12K08           77           0.1806         0.0501
E12K08           78           0.6143         0.1324
E12K08           79           0.0209        -0.0929
E12K08           80          -0.0438        -0.4434
E12K08           81           0.9739         0.1512
E12K08           82           0.3672         0.1698
E12K08           83           0.4519        -0.0523
E12K08           84           0.6196         0.2223
E12K08           85           2.0109        -0.3042
E12K08           86           0.4983         0.1879
E12K08           87           0.6817         0.0593
E12K08           88          -0.2107        -0.2942
E12K08           89           1.4815         0.2321
E12K08           90           0.7498        -0.1851
E12K08           91           0.9322         0.3161
E12K08           92           0.3108         0.1866
E12K08           93           0.1977        -0.1374
E12K08           94          -0.0025         0.0173
E12K08           95           0.3799         0.1686
E12K08           96           0.6854        -0.0720
E12K08           97           1.0816        -0.1495
E12K08           98          -0.1770         0.5078
E12K08           99           0.6974        -0.0740
E12K08          100           0.6954        -0.0427
E12K08          101           0.4511         0.1699
E12K08          102           0.5521         0.0503
E12K08          103           0.2357         0.0257
E12K08          104           1.4719        -0.0082
E12K08          105           0.6168         0.2650
E12K08          106           1.0877         0.0933
E12K08          107          -0.0334         0.0045
E12K08          108           0.2160        -0.1183
E12K08          109           0.5950         0.2704
E12K08          110           0.4573         0.0802
E12K08          111          -0.0656         0.1056
E12K08          112           0.3535        -0.2009
E12K08          113           0.7347         0.1264
E12K08          114           0.3186        -0.1491
E12K08          115          -0.0968        -0.1040
E12K08          116          -0.3360         0.2692
E12K08          117           0.4881        -0.0456
E12K08          118           0.1508         0.8001
E12K08          119           0.5248         0.6273
E12K08          120          -0.2939        -0.1759
