Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
G14E11            1          -0.0192        -0.3984
G14E11            2           0.0967        -0.4186
G14E11            3           0.0216         0.1158
G14E11            4          -0.0803        -0.2170
G14E11            5           0.0264         0.2895
G14E11            6           0.0739        -1.5355
G14E11            7           0.1480        -0.1158
G14E11            8           0.1043         0.1144
G14E11            9           0.1118        -0.0532
G14E11           10          -0.4662         0.0489
G14E11           11          -0.0341        -1.0101
G14E11           12           0.0411        -0.1416
G14E11           13           0.1016         0.3771
G14E11           14           0.0737         0.0810
G14E11           15           0.1390        -0.1647
G14E11           16           0.2428         0.1869
G14E11           17           0.1348         0.3448
G14E11           18           0.0477        -0.0228
G14E11           19           0.0934         0.5479
G14E11           20          -0.0443        -0.0684
G14E11           21           0.1183         2.6946
G14E11           22          -0.0264         0.9459
G14E11           23           0.2120         0.2761
G14E11           24           0.2769         1.7722
G14E11           25           0.2357         0.3397
G14E11           26          -0.0375         0.1217
G14E11           27          -0.1707         0.9017
G14E11           28           0.1385         2.5761
G14E11           29          -0.1880        -1.2889
G14E11           30          -0.0098        -0.0423
G14E11           31           0.1680         0.2834
G14E11           32           0.0894         0.1375
G14E11           33           0.2649         0.1288
G14E11           34           0.7202         1.8788
G14E11           35           0.2424         0.4584
G14E11           36          -0.1108         0.5806
G14E11           37           0.3193        -0.4315
G14E11           38           1.7763         1.6910
G14E11           39          -0.0800         0.0375
G14E11           40           0.2171        -0.7544
G14E11           41           0.0907         0.2252
G14E11           42           0.0849        -0.0646
G14E11           43           0.3915         0.1743
G14E11           44          -0.1083        -0.1445
G14E11           45           0.3664         0.0046
G14E11           46           0.1735         0.0604
G14E11           47           0.0292        -0.2139
G14E11           48           0.0235        -0.0645
G14E11           49          -0.0553        -0.3656
G14E11           50           0.0075        -0.0795
G14E11           51           0.2349        -0.2376
G14E11           52          -0.0620        -0.0243
G14E11           53           0.1433         0.0846
G14E11           54           0.0645        -0.4168
G14E11           55          -0.0358         0.2447
G14E11           56           0.0109         0.0751
G14E11           57           0.4406         0.1494
G14E11           58          -0.1087         0.0343
G14E11           59           0.0122        -0.2625
G14E11           60          -0.0430         0.0883
G14E11           61          -0.0022        -0.0536
G14E11           62          -0.1727        -0.0869
G14E11           63           0.0152         0.0097
G14E11           64           0.6079        -0.0916
G14E11           65          -0.0771         0.1393
G14E11           66          -0.0206         0.1441
G14E11           67           0.1466         0.5207
G14E11           68          -0.0144         0.1337
G14E11           69          -0.0503         0.3612
G14E11           70           0.1807         0.1762
G14E11           71           0.0530        -0.0447
G14E11           72          -0.1840        -0.3203
G14E11           73          -0.1043        -0.0603
G14E11           74           0.1854        -0.2498
G14E11           75           0.1111         0.1131
G14E11           76          -0.1319         0.1534
G14E11           77           0.0303         0.1478
G14E11           78          -0.1371        -0.1882
G14E11           79          -0.0283        -0.0777
G14E11           80           0.1035        -0.0675
G14E11           81          -0.1878        -0.8382
G14E11           82           0.5655         0.0249
G14E11           83          -0.0799        -0.2000
G14E11           84           0.0667        -0.4127
G14E11           85           0.0827        -0.0868
G14E11           86           0.0801         0.0641
G14E11           87           0.0256        -1.9402
G14E11           88          -0.0076        -0.1012
G14E11           89           0.0336        -0.0301
G14E11           90           0.1009        -0.0549
G14E11           91           0.0105         0.0656
G14E11           92          -0.0046        -0.2466
G14E11           93           0.0522        -0.5706
G14E11           94           0.2205         0.2324
G14E11           95           0.0324         0.1734
G14E11           96           0.2213         0.1976
G14E11           97           0.1320        -0.2591
G14E11           98           0.1387        -0.0490
G14E11           99          -0.0387         0.0949
G14E11          100           0.0210         0.1414
G14E11          101          -0.1116        -0.1410
G14E11          102           0.0151         0.1188
G14E11          103           0.2126         0.0793
G14E11          104           0.1609         0.1733
G14E11          105           0.0215         0.2264
G14E11          106           0.0230         0.2153
G14E11          107           0.0541         0.1037
G14E11          108           0.0126         0.0254
G14E11          109           0.0826         0.1515
G14E11          110           0.0008        -0.0812
G14E11          111           0.2924        -0.0869
G14E11          112          -0.0193         0.1974
G14E11          113          -0.0023         0.2116
G14E11          114           0.0831         0.1903
G14E11          115          -0.0267        -0.0445
G14E11          116          -0.0251        -0.0342
G14E11          117          -0.0020         0.0946
G14E11          118           0.0643         0.1985
G14E11          119           0.0172         0.2868
G14E11          120           0.0326         0.1356
