Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
E03T01            1          -0.0235        -0.2509
E03T01            2          -0.6591        -0.1216
E03T01            3           0.2556        -0.0706
E03T01            4           0.5039        -0.2519
E03T01            5          -0.1810         0.1253
E03T01            6           0.4573         0.0182
E03T01            7          -0.2383        -0.3722
E03T01            8          -0.1922         0.2213
E03T01            9          -0.1541        -0.0928
E03T01           10           0.6716         0.3972
E03T01           11           0.5403        -0.0223
E03T01           12          -0.3331         0.0739
E03T01           13          -0.2852        -0.0268
E03T01           14           0.3075        -0.2289
E03T01           15           0.2989        -0.0323
E03T01           16           0.2216        -0.0061
E03T01           17           0.3702         0.2415
E03T01           18          -0.3813        -0.1227
E03T01           19           0.7759        -0.0811
E03T01           20           0.7891        -0.0271
E03T01           21           3.3020         0.4155
E03T01           22          -2.7819        -0.1472
E03T01           23          -0.5347         0.2293
E03T01           24          -0.7766        -0.4234
E03T01           25           1.3509         0.1664
E03T01           26           4.6620         0.1468
E03T01           27          -5.6259        -0.0319
E03T01           28           2.2105         0.5032
E03T01           29           2.4895         0.0936
E03T01           30           3.2164        -0.1670
E03T01           31          -2.4817        -0.0032
E03T01           32           1.8683         0.4248
E03T01           33           0.9240        -0.0919
E03T01           34           3.5445        -0.0590
E03T01           35           0.3130         0.6257
E03T01           36          -2.2832        -0.3310
E03T01           37           1.4022        -0.0088
E03T01           38          -4.1343         0.0677
E03T01           39           3.2984         0.3627
E03T01           40          -0.1162         0.0240
E03T01           41           0.7176         0.5123
E03T01           42           0.1168        -0.1340
E03T01           43           0.8526         0.1257
E03T01           44           0.1354        -0.2667
E03T01           45           2.2969         0.3972
E03T01           46          -0.2288         0.0606
E03T01           47           0.6380        -0.0087
E03T01           48           1.4427        -0.1374
E03T01           49          -0.0294         0.4588
E03T01           50           0.4375        -0.2420
E03T01           51          -0.3206        -0.2818
E03T01           52           0.3928        -0.0096
E03T01           53           0.4613        -0.2658
E03T01           54           0.5721         0.1007
E03T01           55           0.5840         0.0268
E03T01           56           0.5546         0.1068
E03T01           57          -0.3931         0.0152
E03T01           58           0.4503         0.1227
E03T01           59           0.4349         0.3022
E03T01           60           1.3410         0.6726
E03T01           61           1.7622         0.4379
E03T01           62          -0.5071         0.1705
E03T01           63           0.8771         0.2048
E03T01           64          -0.3160        -0.0033
E03T01           65           0.1480         0.3918
E03T01           66           0.7226         1.0489
E03T01           67          -0.3862        -0.7523
E03T01           68           0.0878        -0.1244
E03T01           69          -0.5984        -0.1648
E03T01           70          -1.1697         1.8141
E03T01           71           0.6781        -0.0901
E03T01           72           0.9371         0.2615
E03T01           73          -1.0085         0.1026
E03T01           74           1.2426         0.0616
E03T01           75          -0.8388        -0.1761
E03T01           76           1.5407         0.0997
E03T01           77           0.3550         0.4816
E03T01           78          -3.1050        -3.8804
E03T01           79           0.8025         0.1408
E03T01           80          -0.7056         0.6555
E03T01           81           0.2350         0.1044
E03T01           82           0.0571         0.1735
E03T01           83           0.2622         0.1391
E03T01           84          -0.1980         0.4680
E03T01           85           0.0601        -0.1213
E03T01           86           0.3774        -2.1854
E03T01           87           0.0755         0.0750
E03T01           88           0.5755         0.0349
E03T01           89           0.7153        -0.0388
E03T01           90          -0.3665        -1.5529
E03T01           91           0.3006         0.0577
E03T01           92          -0.4360        -0.1673
E03T01           93          -0.0277         0.1162
E03T01           94           0.4499         1.3154
E03T01           95          -0.9786        -1.0068
E03T01           96           0.0209         0.1797
E03T01           97           0.4106        -0.0899
E03T01           98           0.2190        -0.6189
E03T01           99          -0.0826         0.5317
E03T01          100          -4.2577        -3.5104
E03T01          101           0.9594        -0.3791
E03T01          102          -0.7546         0.0976
E03T01          103           0.0296         0.0700
E03T01          104          -1.2660         0.0795
E03T01          105           0.4148         0.2071
E03T01          106           0.3405         0.2209
E03T01          107           0.9356         0.2479
E03T01          108           0.0342        -2.3430
E03T01          109           0.1569         0.0978
E03T01          110          -0.0975        -0.5232
E03T01          111          -0.4504         0.6344
E03T01          112           0.9265        -0.6690
E03T01          113           0.1410        -1.2305
E03T01          114          -5.7935        -0.0105
E03T01          115          -0.5131        -0.2692
E03T01          116           1.4866        -0.2275
E03T01          117           0.6466         0.2539
E03T01          118          -0.6106        -2.1303
E03T01          119           0.8411         0.4412
E03T01          120          -0.1486         0.9343
