Filename       Segment   T0T6000Corr-ASNM T0T6000Lev-ASNM
M05D02            1          -0.3492        -0.1225
M05D02            2           0.1951         0.1144
M05D02            3           0.1945        -0.4554
M05D02            4          -0.0252         0.0829
M05D02            5           0.1503         0.0754
M05D02            6          -0.0072         0.0798
M05D02            7           0.3314         0.0838
M05D02            8           0.0633         0.0461
M05D02            9           0.0396         0.1164
M05D02           10           0.1621         0.1001
M05D02           11           0.1326         0.0382
M05D02           12          -0.1545         0.0544
M05D02           13          -0.0189         0.1204
M05D02           14           0.1148        -0.0098
M05D02           15           0.8691        -0.0132
M05D02           16           0.4813         0.1158
M05D02           17          -0.4722         0.1462
M05D02           18           0.1708         0.1018
M05D02           19           0.1591        -0.0399
M05D02           20           0.0024        -0.0309
M05D02           21           1.2680        -0.3347
M05D02           22          -0.0245         0.1108
M05D02           23           0.1743         0.1969
M05D02           24          -0.3858         0.1073
M05D02           25           0.1145         0.1168
M05D02           26          -0.0844         0.0842
M05D02           27          -0.8021         0.0802
M05D02           28          -0.7511         0.0295
M05D02           29           0.1063         0.8087
M05D02           30           0.7540        -0.1650
M05D02           31           0.9299         0.1492
M05D02           32           0.7501         0.0024
M05D02           33          -0.6257         0.0638
M05D02           34          -0.3301         0.2570
M05D02           35           0.2502         0.1923
M05D02           36           0.2639         0.2509
M05D02           37          -0.0079         0.1035
M05D02           38          -0.2952         0.0858
M05D02           39          -0.2517         0.0519
M05D02           40           0.0625         0.1480
M05D02           41           0.4433        -0.0429
M05D02           42          -0.1512         0.0605
M05D02           43           0.1597        -0.0603
M05D02           44           0.0441         0.0612
M05D02           45          -0.5946         0.1627
M05D02           46          -0.1474         0.1293
M05D02           47          -0.6979        -0.0891
M05D02           48          -0.1054         0.2313
M05D02           49           0.2730        -0.0351
M05D02           50           0.3338        -0.0073
M05D02           51          -0.3611        -0.0310
M05D02           52          -0.1582         0.0216
M05D02           53          -0.1195         0.0913
M05D02           54           0.7671         0.0608
M05D02           55          -0.2445         0.1955
M05D02           56          -0.1881         0.0187
M05D02           57          -0.7161         0.0490
M05D02           58           0.1306         0.0813
M05D02           59           0.3000         0.0875
M05D02           60           0.6176        -0.0441
M05D02           61           0.4049         0.0300
M05D02           62          -0.0292         0.0133
M05D02           63          -0.1535         0.0183
M05D02           64           0.0491         0.1295
M05D02           65           0.6707         0.0167
M05D02           66           0.4635         0.0074
M05D02           67           0.5850        -0.0614
M05D02           68          -0.1412        -0.0399
M05D02           69          -0.2524         0.0336
M05D02           70           0.2582         0.1662
M05D02           71           0.0932         0.0855
M05D02           72          -0.0461         0.0164
M05D02           73          -0.6839         0.1638
M05D02           74          -0.0212        -0.0763
M05D02           75          -0.3819         0.2655
M05D02           76          -0.6022         0.0594
M05D02           77           0.2973         0.0650
M05D02           78           0.4246         0.1335
M05D02           79           0.0756         0.0126
M05D02           80          -0.5926         0.0732
M05D02           81           0.8251        -0.0274
M05D02           82           0.2219        -0.0637
M05D02           83           0.1986        -0.0196
M05D02           84          -0.0946         0.1726
M05D02           85          -0.4017         0.0416
M05D02           86          -0.2111         0.1421
M05D02           87           0.5359        -0.1298
M05D02           88           0.3461         0.0299
M05D02           89           0.2019         0.0193
M05D02           90          -0.0814        -0.0450
M05D02           91           0.3235         0.0953
M05D02           92          -0.0818         0.1056
M05D02           93           0.4270         0.1759
M05D02           94          -0.6088         0.0591
M05D02           95          -0.1087         0.1071
M05D02           96           0.0072         0.0945
M05D02           97           0.5593         0.1810
M05D02           98           0.1663         0.0215
M05D02           99          -0.6961        -0.0755
M05D02          100          -0.5092         0.0996
M05D02          101           1.0266         0.0772
M05D02          102           0.2154         0.0453
M05D02          103          -0.1521        -0.0723
M05D02          104           0.2574         0.1717
M05D02          105           0.1053         0.0209
M05D02          106           0.0285         0.1147
M05D02          107           0.6141         0.0921
M05D02          108          -0.3402         0.0198
M05D02          109           0.1129         0.0612
M05D02          110           0.1678         0.1122
M05D02          111          -0.1984         0.0025
M05D02          112           0.2332         0.0573
M05D02          113           0.6880        -0.5161
M05D02          114          -0.6876         0.1996
M05D02          115          -0.0302         0.0383
M05D02          116           0.1889        -0.0833
M05D02          117           0.3433         0.2347
M05D02          118          -0.4326        -0.0059
M05D02          119           0.1718        -0.0094
M05D02          120          -0.2001        -0.1136
